m=1000 n=1000 k=100
QL New: 2.5523185729980469e-02
RQ AOCL: 4.7113895416259766e-02
RQ Reference: 4.7446966171264648e-02
RQ New: 2.8239965438842773e-02
LQ AOCL: 4.5789003372192383e-02
LQ Reference: 3.5676002502441406e-02
LQ New: 2.8546094894409180e-02
Single Complex Precision
QR AOCL: 7.6828002929687500e-02
QR Reference: 7.6674938201904297e-02
QR New: 4.8934936523437500e-02
QL AOCL: 7.8758955001831055e-02
QL Reference: 7.9162120819091797e-02
QL New: 4.9587965011596680e-02
RQ AOCL: 6.9974184036254883e-02
RQ Reference: 7.0909023284912109e-02
RQ New: 5.0117015838623047e-02
LQ AOCL: 6.7297935485839844e-02
LQ Reference: 6.7947149276733398e-02
LQ New: 4.9484014511108398e-02
Double Complex Precision
QR AOCL: 1.4737796783447266e-01
QR Reference: 1.4737105369567871e-01
QR New: 8.7005853652954102e-02
QL AOCL: 1.5208196640014648e-01
QL Reference: 1.5216398239135742e-01
QL New: 8.6105108261108398e-02
RQ AOCL: 1.6870999336242676e-01
RQ Reference: 1.6973519325256348e-01
RQ New: 9.7965955734252930e-02
LQ AOCL: 1.6291594505310059e-01
LQ Reference: 1.6388583183288574e-01
LQ New: 9.8870038986206055e-02
m=1000 n=1000 k=400
Testing file ran 10 times
Single Precision
QR AOCL: 2.4317979812622070e-02
QR Reference: 2.4309873580932617e-02
QR New: 1.9009113311767578e-02
QL AOCL: 2.4599790573120117e-02
QL Reference: 2.5131940841674805e-02
QL New: 1.8962144851684570e-02
RQ AOCL: 2.7117967605590820e-02
RQ Reference: 2.7757167816162109e-02
RQ New: 1.9626140594482422e-02
LQ AOCL: 2.6614904403686523e-02
LQ Reference: 2.3308992385864258e-02
LQ New: 1.9628763198852539e-02
Double Precision
QR AOCL: 4.3976068496704102e-02
QR Reference: 4.3860197067260742e-02
QR New: 3.1099081039428711e-02
QL AOCL: 4.3870925903320312e-02
QL Reference: 4.4386148452758789e-02
QL New: 3.1033039093017578e-02
RQ AOCL: 4.7604084014892578e-02
RQ Reference: 4.8156976699829102e-02
RQ New: 3.4942865371704102e-02
LQ AOCL: 4.6525955200195312e-02
LQ Reference: 4.0012121200561523e-02
LQ New: 3.4839868545532227e-02
Single Complex Precision
QR AOCL: 8.2010984420776367e-02
QR Reference: 8.2118034362792969e-02
QR New: 5.8839082717895508e-02
QL AOCL: 7.7014207839965820e-02
QL Reference: 7.8032016754150391e-02
QL New: 5.8563232421875000e-02
RQ AOCL: 7.4848890304565430e-02
RQ Reference: 7.5620889663696289e-02
RQ New: 5.9860229492187500e-02
LQ AOCL: 7.6620817184448242e-02
LQ Reference: 7.7378988265991211e-02
LQ New: 5.9655904769897461e-02
Double Complex Precision
QR AOCL: 1.5290904045104980e-01
QR Reference: 1.5327191352844238e-01
QR New: 1.0529303550720215e-01
QL AOCL: 1.5727114677429199e-01
QL Reference: 1.5778899192810059e-01
QL New: 1.0503315925598145e-01
RQ AOCL: 1.6185903549194336e-01
RQ Reference: 1.6244697570800781e-01
RQ New: 1.1891102790832520e-01
LQ AOCL: 1.5775704383850098e-01
LQ Reference: 1.5891003608703613e-01
LQ New: 1.1884880065917969e-01
Single Precision
QR AOCL: 2.4293899536132812e-02
QR Reference: 2.4540901184082031e-02
QR New: 1.9020080566406250e-02
QL AOCL: 2.4700880050659180e-02
QL Reference: 2.5213956832885742e-02
QL New: 1.8934011459350586e-02
RQ AOCL: 2.7168989181518555e-02
RQ Reference: 2.7698993682861328e-02
RQ New: 1.9592046737670898e-02
LQ AOCL: 2.6385068893432617e-02
LQ Reference: 2.3229122161865234e-02
LQ New: 1.9576072692871094e-02
Double Precision
QR AOCL: 4.3695211410522461e-02
QR Reference: 4.3856859207153320e-02
QR New: 3.1096935272216797e-02
QL AOCL: 4.3724060058593750e-02
QL Reference: 4.4438838958740234e-02
QL New: 3.0941009521484375e-02
RQ AOCL: 4.6467065811157227e-02
RQ Reference: 4.7167062759399414e-02
RQ New: 3.3977031707763672e-02
LQ AOCL: 4.5987129211425781e-02
LQ Reference: 3.9333105087280273e-02
LQ New: 3.4584999084472656e-02
Single Complex Precision
QR AOCL: 8.2258939743041992e-02
QR Reference: 8.2103967666625977e-02
QR New: 5.8819055557250977e-02
QL AOCL: 7.7203035354614258e-02
QL Reference: 7.7892065048217773e-02
QL New: 6.2613010406494141e-02
RQ AOCL: 7.5196981430053711e-02
RQ Reference: 7.5777053833007812e-02
RQ New: 5.9875965118408203e-02
LQ AOCL: 7.6629877090454102e-02
LQ Reference: 7.7384948730468750e-02
LQ New: 5.9777975082397461e-02
Double Complex Precision
QR AOCL: 1.5366601943969727e-01
QR Reference: 1.5315103530883789e-01
QR New: 1.0498499870300293e-01
QL AOCL: 1.5710186958312988e-01
QL Reference: 1.5759515762329102e-01
QL New: 1.0465908050537109e-01
RQ AOCL: 1.6189479827880859e-01
RQ Reference: 1.6186213493347168e-01
RQ New: 1.1865997314453125e-01
LQ AOCL: 1.5843200683593750e-01
LQ Reference: 1.5958404541015625e-01
LQ New: 1.1911010742187500e-01
Single Precision
QR AOCL: 2.4523973464965820e-02
QR Reference: 2.4477958679199219e-02
QR New: 1.8909931182861328e-02
QL AOCL: 2.4924993515014648e-02
QL Reference: 2.5340795516967773e-02
QL New: 1.8954038619995117e-02
RQ AOCL: 2.7230024337768555e-02
RQ Reference: 2.7687072753906250e-02
RQ New: 1.9389152526855469e-02
LQ AOCL: 2.6442050933837891e-02
LQ Reference: 2.3312091827392578e-02
LQ New: 1.9272804260253906e-02
Double Precision
QR AOCL: 4.3773889541625977e-02
QR Reference: 4.3793916702270508e-02
QR New: 3.1068801879882812e-02
QL AOCL: 4.3807029724121094e-02
QL Reference: 4.4446945190429688e-02
QL New: 3.0950069427490234e-02
RQ AOCL: 4.6923160552978516e-02
RQ Reference: 4.7563076019287109e-02
RQ New: 3.4362077713012695e-02
LQ AOCL: 4.5803785324096680e-02
LQ Reference: 3.8868904113769531e-02
LQ New: 3.4201145172119141e-02
Single Complex Precision
QR AOCL: 8.2588195800781250e-02
QR Reference: 8.2191944122314453e-02
QR New: 5.8853864669799805e-02
QL AOCL: 7.7313899993896484e-02
QL Reference: 7.7917814254760742e-02
QL New: 5.8497905731201172e-02
RQ AOCL: 7.4809074401855469e-02
RQ Reference: 7.5500011444091797e-02
RQ New: 5.9776067733764648e-02
LQ AOCL: 7.6568126678466797e-02
LQ Reference: 7.7286005020141602e-02
LQ New: 5.9746980667114258e-02
Double Complex Precision
QR AOCL: 1.5272212028503418e-01
QR Reference: 1.5312004089355469e-01
QR New: 1.0479903221130371e-01
QL AOCL: 1.5729117393493652e-01
QL Reference: 1.5781188011169434e-01
QL New: 1.0503602027893066e-01
RQ AOCL: 1.6186904907226562e-01
RQ Reference: 1.6193580627441406e-01
RQ New: 1.1796498298645020e-01
LQ AOCL: 1.5838098526000977e-01
LQ Reference: 1.5897798538208008e-01
LQ New: 1.1864709854125977e-01
Single Precision
QR AOCL: 2.7302980422973633e-02
QR Reference: 2.4656057357788086e-02
QR New: 1.9309997558593750e-02
QL AOCL: 2.4676084518432617e-02
QL Reference: 2.5207042694091797e-02
QL New: 1.9028902053833008e-02
RQ AOCL: 2.7370929718017578e-02
RQ Reference: 2.7933835983276367e-02
RQ New: 1.9742965698242188e-02
LQ AOCL: 2.6381015777587891e-02
LQ Reference: 2.3502111434936523e-02
LQ New: 1.9789218902587891e-02
Double Precision
QR AOCL: 4.3725013732910156e-02
QR Reference: 4.3756008148193359e-02
QR New: 3.1049013137817383e-02
QL AOCL: 4.3783903121948242e-02
QL Reference: 4.4523000717163086e-02
QL New: 3.0903816223144531e-02
RQ AOCL: 4.6821832656860352e-02
RQ Reference: 4.7411203384399414e-02
RQ New: 3.4269094467163086e-02
LQ AOCL: 4.6025037765502930e-02
LQ Reference: 3.9011955261230469e-02
LQ New: 3.4274101257324219e-02
Single Complex Precision
QR AOCL: 8.2121133804321289e-02
QR Reference: 8.7222099304199219e-02
QR New: 6.6890954971313477e-02
QL AOCL: 8.0898046493530273e-02
QL Reference: 7.7921867370605469e-02
QL New: 5.8717966079711914e-02
RQ AOCL: 7.4887037277221680e-02
RQ Reference: 7.5522899627685547e-02
RQ New: 5.9810876846313477e-02
LQ AOCL: 7.6571941375732422e-02
LQ Reference: 7.7318906784057617e-02
LQ New: 5.9736967086791992e-02
Double Complex Precision
QR AOCL: 1.5344810485839844e-01
QR Reference: 1.5311503410339355e-01
QR New: 1.0531377792358398e-01
QL AOCL: 1.5771794319152832e-01
QL Reference: 1.5803289413452148e-01
QL New: 1.0501599311828613e-01
RQ AOCL: 1.6249108314514160e-01
RQ Reference: 1.6269803047180176e-01
RQ New: 1.1851406097412109e-01
LQ AOCL: 1.5823888778686523e-01
LQ Reference: 1.5938615798950195e-01
LQ New: 1.2095212936401367e-01
Single Precision
QR AOCL: 2.4939060211181641e-02
QR Reference: 2.4669885635375977e-02
QR New: 1.8994808197021484e-02
QL AOCL: 2.4884939193725586e-02
QL Reference: 2.5432825088500977e-02
QL New: 1.8895149230957031e-02
RQ AOCL: 2.7348041534423828e-02
RQ Reference: 2.7951955795288086e-02
RQ New: 1.9685029983520508e-02
LQ AOCL: 2.6595115661621094e-02
LQ Reference: 2.3730039596557617e-02
LQ New: 1.9603013992309570e-02
Double Precision
QR AOCL: 4.4334173202514648e-02
QR Reference: 4.3730974197387695e-02
QR New: 3.0964136123657227e-02
QL AOCL: 4.3827056884765625e-02
QL Reference: 4.4450998306274414e-02
QL New: 3.0907154083251953e-02
RQ AOCL: 4.6887159347534180e-02
RQ Reference: 4.7343969345092773e-02
RQ New: 3.4238815307617188e-02
LQ AOCL: 4.5711040496826172e-02
LQ Reference: 3.8595914840698242e-02
LQ New: 3.3951997756958008e-02
Single Complex Precision
QR AOCL: 8.1722021102905273e-02
QR Reference: 8.1964015960693359e-02
QR New: 5.8845043182373047e-02
QL AOCL: 7.7265024185180664e-02
QL Reference: 7.7859163284301758e-02
QL New: 5.8719158172607422e-02
RQ AOCL: 7.4973106384277344e-02
RQ Reference: 7.5647115707397461e-02
RQ New: 5.9860944747924805e-02
LQ AOCL: 7.6612949371337891e-02
LQ Reference: 7.7406883239746094e-02
LQ New: 5.9743165969848633e-02
Double Complex Precision
QR AOCL: 1.5297985076904297e-01
QR Reference: 1.5345907211303711e-01
QR New: 1.0503005981445312e-01
QL AOCL: 1.5737605094909668e-01
QL Reference: 1.7268705368041992e-01
QL New: 1.0613393783569336e-01
RQ AOCL: 1.6100478172302246e-01
RQ Reference: 1.6242694854736328e-01
RQ New: 1.1837506294250488e-01
LQ AOCL: 1.5897297859191895e-01
LQ Reference: 1.6062402725219727e-01
LQ New: 1.1909508705139160e-01
Single Precision
QR AOCL: 2.4251937866210938e-02
QR Reference: 2.4574995040893555e-02
QR New: 1.9042015075683594e-02
QL AOCL: 2.4952888488769531e-02
QL Reference: 2.5321006774902344e-02
QL New: 1.8934965133666992e-02
RQ AOCL: 2.7704000473022461e-02
RQ Reference: 2.8089046478271484e-02
RQ New: 1.9725084304809570e-02
LQ AOCL: 2.6705980300903320e-02
LQ Reference: 2.3722887039184570e-02
LQ New: 1.9655942916870117e-02
Double Precision
QR AOCL: 4.3895006179809570e-02
QR Reference: 4.3856859207153320e-02
QR New: 3.1056880950927734e-02
QL AOCL: 4.3717145919799805e-02
QL Reference: 4.4283866882324219e-02
QL New: 3.0914068222045898e-02
RQ AOCL: 4.6673059463500977e-02
RQ Reference: 4.7178030014038086e-02
RQ New: 3.4014940261840820e-02
LQ AOCL: 4.6246051788330078e-02
LQ Reference: 3.9535999298095703e-02
LQ New: 3.4701108932495117e-02
Single Complex Precision
QR AOCL: 8.2571029663085938e-02
QR Reference: 8.2194805145263672e-02
QR New: 5.8897972106933594e-02
QL AOCL: 7.7446937561035156e-02
QL Reference: 7.8209877014160156e-02
QL New: 5.8730125427246094e-02
RQ AOCL: 7.5308084487915039e-02
RQ Reference: 7.5979948043823242e-02
RQ New: 6.0016870498657227e-02
LQ AOCL: 7.7048063278198242e-02
LQ Reference: 7.7538013458251953e-02
LQ New: 5.9855937957763672e-02
Double Complex Precision
QR AOCL: 1.5306615829467773e-01
QR Reference: 1.5315914154052734e-01
QR New: 1.0468697547912598e-01
QL AOCL: 1.5749406814575195e-01
QL Reference: 1.5819096565246582e-01
QL New: 1.0538291931152344e-01
RQ AOCL: 1.6213893890380859e-01
RQ Reference: 1.6208314895629883e-01
RQ New: 1.1894512176513672e-01
LQ AOCL: 1.5866899490356445e-01
LQ Reference: 1.6019606590270996e-01
LQ New: 1.1852097511291504e-01
Single Precision
QR AOCL: 2.4306058883666992e-02
QR Reference: 2.4605035781860352e-02
QR New: 1.9025087356567383e-02
QL AOCL: 2.4610996246337891e-02
QL Reference: 2.5261878967285156e-02
QL New: 1.8908977508544922e-02
RQ AOCL: 2.7166128158569336e-02
RQ Reference: 2.7657985687255859e-02
RQ New: 1.9667148590087891e-02
LQ AOCL: 2.6237964630126953e-02
LQ Reference: 2.3586034774780273e-02
LQ New: 1.9655942916870117e-02
Double Precision
QR AOCL: 4.3606996536254883e-02
QR Reference: 4.3771982192993164e-02
QR New: 3.1010150909423828e-02
QL AOCL: 4.3761968612670898e-02
QL Reference: 4.4278144836425781e-02
QL New: 3.0843019485473633e-02
RQ AOCL: 4.6669006347656250e-02
RQ Reference: 4.7271013259887695e-02
RQ New: 3.4105062484741211e-02
LQ AOCL: 4.5941829681396484e-02
LQ Reference: 3.9186954498291016e-02
LQ New: 3.4384965896606445e-02
Single Complex Precision
QR AOCL: 8.2697868347167969e-02
QR Reference: 8.2103967666625977e-02
QR New: 5.8865070343017578e-02
QL AOCL: 7.6997995376586914e-02
QL Reference: 7.8042984008789062e-02
QL New: 5.8817148208618164e-02
RQ AOCL: 7.5008153915405273e-02
RQ Reference: 7.5669050216674805e-02
RQ New: 6.2049150466918945e-02
LQ AOCL: 7.6725959777832031e-02
LQ Reference: 7.7414989471435547e-02
LQ New: 5.9782028198242188e-02
Double Complex Precision
QR AOCL: 1.5352606773376465e-01
QR Reference: 1.5327095985412598e-01
QR New: 1.0500502586364746e-01
QL AOCL: 1.5773606300354004e-01
QL Reference: 1.5836405754089355e-01
QL New: 1.0539388656616211e-01
RQ AOCL: 1.6301512718200684e-01
RQ Reference: 1.6504693031311035e-01
RQ New: 1.1828589439392090e-01
LQ AOCL: 1.5747189521789551e-01
LQ Reference: 1.5954589843750000e-01
LQ New: 1.2091112136840820e-01
Single Precision
QR AOCL: 2.4303913116455078e-02
QR Reference: 2.4394035339355469e-02
QR New: 1.9002914428710938e-02
QL AOCL: 2.4636030197143555e-02
QL Reference: 2.5227069854736328e-02
QL New: 1.8965959548950195e-02
RQ AOCL: 2.7217864990234375e-02
RQ Reference: 2.7688980102539062e-02
RQ New: 1.9587039947509766e-02
LQ AOCL: 2.6318073272705078e-02
LQ Reference: 2.3406982421875000e-02
LQ New: 1.9624948501586914e-02
Double Precision
QR AOCL: 4.3818950653076172e-02
QR Reference: 4.3819189071655273e-02
QR New: 3.0915021896362305e-02
QL AOCL: 4.3622016906738281e-02
QL Reference: 4.4282913208007812e-02
QL New: 3.0900001525878906e-02
RQ AOCL: 4.6497821807861328e-02
RQ Reference: 4.7196149826049805e-02
RQ New: 3.4029960632324219e-02
LQ AOCL: 4.5997142791748047e-02
LQ Reference: 3.9096832275390625e-02
LQ New: 3.4280061721801758e-02
Single Complex Precision
QR AOCL: 8.2177162170410156e-02
QR Reference: 8.2168817520141602e-02
QR New: 5.8840990066528320e-02
QL AOCL: 7.7142953872680664e-02
QL Reference: 7.7927112579345703e-02
QL New: 5.8718204498291016e-02
RQ AOCL: 7.5037956237792969e-02
RQ Reference: 7.5545072555541992e-02
RQ New: 5.9803009033203125e-02
LQ AOCL: 7.6550006866455078e-02
LQ Reference: 7.7152013778686523e-02
LQ New: 5.9710979461669922e-02
Double Complex Precision
QR AOCL: 1.5320611000061035e-01
QR Reference: 1.5303301811218262e-01
QR New: 1.0495090484619141e-01
QL AOCL: 1.5772914886474609e-01
QL Reference: 1.5813589096069336e-01
QL New: 1.0507202148437500e-01
RQ AOCL: 1.6304278373718262e-01
RQ Reference: 1.6259098052978516e-01
RQ New: 1.1882686614990234e-01
LQ AOCL: 1.5826106071472168e-01
LQ Reference: 1.5858507156372070e-01
LQ New: 1.1908006668090820e-01
Single Precision
QR AOCL: 2.4098157882690430e-02
QR Reference: 2.4559020996093750e-02
QR New: 1.8986940383911133e-02
QL AOCL: 2.4832010269165039e-02
QL Reference: 2.5541067123413086e-02
QL New: 1.8996953964233398e-02
RQ AOCL: 2.7499198913574219e-02
RQ Reference: 2.8012990951538086e-02
RQ New: 1.9801855087280273e-02
LQ AOCL: 2.6568889617919922e-02
LQ Reference: 2.3511171340942383e-02
LQ New: 1.9482851028442383e-02
Double Precision
QR AOCL: 4.3627977371215820e-02
QR Reference: 4.3710947036743164e-02
QR New: 3.1059026718139648e-02
QL AOCL: 4.3782949447631836e-02
QL Reference: 4.4392108917236328e-02
QL New: 3.0974864959716797e-02
RQ AOCL: 4.7111034393310547e-02
RQ Reference: 4.7832012176513672e-02
RQ New: 3.4472942352294922e-02
LQ AOCL: 4.5938014984130859e-02
LQ Reference: 3.8925170898437500e-02
LQ New: 3.4195899963378906e-02
Single Complex Precision
QR AOCL: 8.2200050354003906e-02
QR Reference: 8.2000970840454102e-02
QR New: 5.8696031570434570e-02
QL AOCL: 7.6944112777709961e-02
QL Reference: 7.7769041061401367e-02
QL New: 5.8482885360717773e-02
RQ AOCL: 7.4898004531860352e-02
RQ Reference: 7.5637102127075195e-02
RQ New: 5.9785842895507812e-02
LQ AOCL: 7.6677083969116211e-02
LQ Reference: 7.7261924743652344e-02
LQ New: 5.9570789337158203e-02
Double Complex Precision
QR AOCL: 1.5315985679626465e-01
QR Reference: 1.5343093872070312e-01
QR New: 1.0485386848449707e-01
QL AOCL: 1.5721297264099121e-01
QL Reference: 1.5762305259704590e-01
QL New: 1.0536003112792969e-01
RQ AOCL: 1.6103196144104004e-01
RQ Reference: 1.6163182258605957e-01
RQ New: 1.1857700347900391e-01
LQ AOCL: 1.5708899497985840e-01
LQ Reference: 1.5890002250671387e-01
LQ New: 1.1880779266357422e-01
Single Precision
QR AOCL: 2.4423122406005859e-02
QR Reference: 2.4559020996093750e-02
QR New: 1.8974065780639648e-02
QL AOCL: 2.4707078933715820e-02
QL Reference: 2.5298833847045898e-02
QL New: 1.8898963928222656e-02
RQ AOCL: 2.7395009994506836e-02
RQ Reference: 2.7889966964721680e-02
RQ New: 1.9629955291748047e-02
LQ AOCL: 2.6925086975097656e-02
LQ Reference: 2.3792982101440430e-02
LQ New: 1.9752979278564453e-02
Double Precision
QR AOCL: 4.3759107589721680e-02
QR Reference: 4.3838977813720703e-02
QR New: 3.1043052673339844e-02
QL AOCL: 4.3698072433471680e-02
QL Reference: 4.4227123260498047e-02
QL New: 3.0893802642822266e-02
RQ AOCL: 4.6961069107055664e-02
RQ Reference: 4.7536134719848633e-02
RQ New: 3.4304857254028320e-02
LQ AOCL: 4.5996904373168945e-02
LQ Reference: 3.9362907409667969e-02
LQ New: 3.4513950347900391e-02
Single Complex Precision
QR AOCL: 8.2306861877441406e-02
QR Reference: 8.2159996032714844e-02
QR New: 5.8914184570312500e-02
QL AOCL: 7.7174901962280273e-02
QL Reference: 7.8023910522460938e-02
QL New: 5.8719873428344727e-02
RQ AOCL: 7.5114011764526367e-02
RQ Reference: 7.5701951980590820e-02
RQ New: 6.0009956359863281e-02
LQ AOCL: 7.7275991439819336e-02
LQ Reference: 7.7357053756713867e-02
LQ New: 5.9880018234252930e-02
Double Complex Precision
QR AOCL: 1.5305685997009277e-01
QR Reference: 1.5293598175048828e-01
QR New: 1.0484409332275391e-01
QL AOCL: 1.5742301940917969e-01
QL Reference: 1.5793490409851074e-01
QL New: 1.0483193397521973e-01
RQ AOCL: 1.6255593299865723e-01
RQ Reference: 1.6236090660095215e-01
RQ New: 1.1861705780029297e-01
LQ AOCL: 1.5970301628112793e-01
LQ Reference: 1.5861511230468750e-01
LQ New: 1.1917614936828613e-01
m=1000 n=1000 k=500
Testing file ran 10 times
Single Precision
QR AOCL: 2.4564981460571289e-02
QR Reference: 2.4957895278930664e-02
QR New: 2.1526098251342773e-02
QL AOCL: 2.4559020996093750e-02
QL Reference: 2.5410175323486328e-02
QL New: 2.2146940231323242e-02
RQ AOCL: 2.8350114822387695e-02
RQ Reference: 2.9098987579345703e-02
RQ New: 2.2927045822143555e-02
LQ AOCL: 2.7940988540649414e-02
LQ Reference: 2.6939153671264648e-02
LQ New: 2.2097110748291016e-02
Double Precision
QR AOCL: 4.3400049209594727e-02
QR Reference: 4.3768882751464844e-02
QR New: 3.5997152328491211e-02
QL AOCL: 4.3541908264160156e-02
QL Reference: 4.4248104095458984e-02
QL New: 3.5830020904541016e-02
RQ AOCL: 4.7926902770996094e-02
RQ Reference: 4.8648834228515625e-02
RQ New: 4.0186166763305664e-02
LQ AOCL: 4.7379970550537109e-02
LQ Reference: 4.3632984161376953e-02
LQ New: 4.0585994720458984e-02
Single Complex Precision
QR AOCL: 8.0930948257446289e-02
QR Reference: 8.1042766571044922e-02
QR New: 6.7647933959960938e-02
QL AOCL: 7.7707052230834961e-02
QL Reference: 7.8247070312500000e-02
QL New: 6.7158937454223633e-02
RQ AOCL: 7.5165987014770508e-02
RQ Reference: 7.6191902160644531e-02
RQ New: 6.8552017211914062e-02
LQ AOCL: 7.6037883758544922e-02
LQ Reference: 7.6950073242187500e-02
LQ New: 6.8670034408569336e-02
Double Complex Precision
QR AOCL: 1.5493083000183105e-01
QR Reference: 1.5516901016235352e-01
QR New: 1.1766195297241211e-01
QL AOCL: 1.8445205688476562e-01
QL Reference: 1.8760299682617188e-01
QL New: 1.2076783180236816e-01
RQ AOCL: 1.6254401206970215e-01
RQ Reference: 1.6228008270263672e-01
RQ New: 1.3334107398986816e-01
LQ AOCL: 1.5875005722045898e-01
LQ Reference: 1.6006302833557129e-01
LQ New: 1.3458895683288574e-01
Single Precision
QR AOCL: 2.4876832962036133e-02
QR Reference: 2.5074005126953125e-02
QR New: 2.1619081497192383e-02
QL AOCL: 2.4832963943481445e-02
QL Reference: 2.5455951690673828e-02
QL New: 2.2178888320922852e-02
RQ AOCL: 2.8097152709960938e-02
RQ Reference: 2.8760194778442383e-02
RQ New: 2.2710084915161133e-02
LQ AOCL: 2.7765989303588867e-02
LQ Reference: 2.7100086212158203e-02
LQ New: 2.2203922271728516e-02
Double Precision
QR AOCL: 4.3797969818115234e-02
QR Reference: 4.3462991714477539e-02
QR New: 3.5710096359252930e-02
QL AOCL: 4.3402910232543945e-02
QL Reference: 4.4121980667114258e-02
QL New: 3.5617113113403320e-02
RQ AOCL: 4.7775030136108398e-02
RQ Reference: 4.8441886901855469e-02
RQ New: 4.0131807327270508e-02
LQ AOCL: 4.7074079513549805e-02
LQ Reference: 4.3227910995483398e-02
LQ New: 4.0156841278076172e-02
Single Complex Precision
QR AOCL: 8.0702066421508789e-02
QR Reference: 8.0904960632324219e-02
QR New: 6.7581892013549805e-02
QL AOCL: 7.7989816665649414e-02
QL Reference: 7.9560995101928711e-02
QL New: 7.2029113769531250e-02
RQ AOCL: 7.5955152511596680e-02
RQ Reference: 7.6071023941040039e-02
RQ New: 6.8530082702636719e-02
LQ AOCL: 7.5895071029663086e-02
LQ Reference: 8.0089807510375977e-02
LQ New: 6.9557905197143555e-02
Double Complex Precision
QR AOCL: 1.5456914901733398e-01
QR Reference: 1.5523791313171387e-01
QR New: 1.1785316467285156e-01
QL AOCL: 1.6297411918640137e-01
QL Reference: 1.6060996055603027e-01
QL New: 1.3624811172485352e-01
RQ AOCL: 1.7974710464477539e-01
RQ Reference: 1.8052601814270020e-01
RQ New: 1.5260314941406250e-01
LQ AOCL: 1.7330694198608398e-01
LQ Reference: 1.6747307777404785e-01
LQ New: 1.3408803939819336e-01
Single Precision
QR AOCL: 2.5025844573974609e-02
QR Reference: 2.5099992752075195e-02
QR New: 2.1568059921264648e-02
QL AOCL: 2.4880886077880859e-02
QL Reference: 2.5452852249145508e-02
QL New: 2.2239923477172852e-02
RQ AOCL: 2.8094053268432617e-02
RQ Reference: 2.8718948364257812e-02
RQ New: 2.2706031799316406e-02
LQ AOCL: 2.7817964553833008e-02
LQ Reference: 2.6911973953247070e-02
LQ New: 2.1913051605224609e-02
Double Precision
QR AOCL: 4.3377876281738281e-02
QR Reference: 4.3499946594238281e-02
QR New: 3.5844087600708008e-02
QL AOCL: 4.3510913848876953e-02
QL Reference: 4.4323921203613281e-02
QL New: 3.5660028457641602e-02
RQ AOCL: 4.7796010971069336e-02
RQ Reference: 4.8408985137939453e-02
RQ New: 3.9941072463989258e-02
LQ AOCL: 4.7290086746215820e-02
LQ Reference: 4.3234109878540039e-02
LQ New: 4.0649890899658203e-02
Single Complex Precision
QR AOCL: 8.0657958984375000e-02
QR Reference: 8.0880165100097656e-02
QR New: 6.7654132843017578e-02
QL AOCL: 7.7284097671508789e-02
QL Reference: 7.8000068664550781e-02
QL New: 6.6980838775634766e-02
RQ AOCL: 7.5192928314208984e-02
RQ Reference: 7.6097011566162109e-02
RQ New: 6.8521976470947266e-02
LQ AOCL: 7.6044082641601562e-02
LQ Reference: 7.6969146728515625e-02
LQ New: 6.8711042404174805e-02
Double Complex Precision
QR AOCL: 1.5478205680847168e-01
QR Reference: 1.5538811683654785e-01
QR New: 1.1738419532775879e-01
QL AOCL: 1.5769100189208984e-01
QL Reference: 1.5843796730041504e-01
QL New: 1.1709904670715332e-01
RQ AOCL: 1.6160607337951660e-01
RQ Reference: 1.6238093376159668e-01
RQ New: 1.3239884376525879e-01
LQ AOCL: 1.5846204757690430e-01
LQ Reference: 1.5970993041992188e-01
LQ New: 1.3377594947814941e-01
Single Precision
QR AOCL: 2.4802923202514648e-02
QR Reference: 2.5096893310546875e-02
QR New: 2.1584987640380859e-02
QL AOCL: 2.4659872055053711e-02
QL Reference: 2.5389194488525391e-02
QL New: 2.2187948226928711e-02
RQ AOCL: 2.8139114379882812e-02
RQ Reference: 2.8929948806762695e-02
RQ New: 2.2822141647338867e-02
LQ AOCL: 2.7395009994506836e-02
LQ Reference: 2.6587963104248047e-02
LQ New: 2.1912097930908203e-02
Double Precision
QR AOCL: 4.3385028839111328e-02
QR Reference: 4.7232151031494141e-02
QR New: 3.6898851394653320e-02
QL AOCL: 4.3471813201904297e-02
QL Reference: 4.4207096099853516e-02
QL New: 3.5815954208374023e-02
RQ AOCL: 4.7925949096679688e-02
RQ Reference: 4.8640012741088867e-02
RQ New: 4.0066957473754883e-02
LQ AOCL: 4.7265768051147461e-02
LQ Reference: 4.3785095214843750e-02
LQ New: 4.0673017501831055e-02
Single Complex Precision
QR AOCL: 8.1424951553344727e-02
QR Reference: 8.1174135208129883e-02
QR New: 6.7664146423339844e-02
QL AOCL: 7.7357053756713867e-02
QL Reference: 7.8160762786865234e-02
QL New: 6.7211151123046875e-02
RQ AOCL: 7.5266122817993164e-02
RQ Reference: 7.6140880584716797e-02
RQ New: 6.8902969360351562e-02
LQ AOCL: 7.6092958450317383e-02
LQ Reference: 7.7039003372192383e-02
LQ New: 6.8678855895996094e-02
Double Complex Precision
QR AOCL: 1.5514302253723145e-01
QR Reference: 1.5588998794555664e-01
QR New: 1.1757802963256836e-01
QL AOCL: 1.5834712982177734e-01
QL Reference: 1.5886902809143066e-01
QL New: 1.1803388595581055e-01
RQ AOCL: 1.6468095779418945e-01
RQ Reference: 1.6356897354125977e-01
RQ New: 1.3356614112854004e-01
LQ AOCL: 1.5930509567260742e-01
LQ Reference: 1.6014695167541504e-01
LQ New: 1.3250708580017090e-01
Single Precision
