m=1000 n=1000 k=100
LQ AOCL: 7.7936887741088867e-02
LQ Reference: 7.8676939010620117e-02
LQ New: 7.4254989624023438e-02
Double Complex Precision
QR AOCL: 1.6303706169128418e-01
QR Reference: 1.6335391998291016e-01
QR New: 1.2859702110290527e-01
QL AOCL: 1.6497611999511719e-01
QL Reference: 1.6599392890930176e-01
QL New: 1.2787699699401855e-01
RQ AOCL: 1.6739702224731445e-01
RQ Reference: 1.6650700569152832e-01
RQ New: 1.4550805091857910e-01
LQ AOCL: 1.6475081443786621e-01
LQ Reference: 1.6480302810668945e-01
LQ New: 1.4477300643920898e-01
Single Precision
QR AOCL: 2.4458169937133789e-02
QR Reference: 2.5017976760864258e-02
QR New: 2.4421930313110352e-02
QL AOCL: 2.4629831314086914e-02
QL Reference: 2.5488138198852539e-02
QL New: 2.4384021759033203e-02
RQ AOCL: 2.8466939926147461e-02
RQ Reference: 2.9308080673217773e-02
RQ New: 2.4847030639648438e-02
LQ AOCL: 2.8023958206176758e-02
LQ Reference: 2.8439998626708984e-02
LQ New: 2.4708032608032227e-02
Double Precision
QR AOCL: 4.3076992034912109e-02
QR Reference: 4.3589830398559570e-02
QR New: 3.8902044296264648e-02
QL AOCL: 4.4398069381713867e-02
QL Reference: 4.4625997543334961e-02
QL New: 3.9007902145385742e-02
RQ AOCL: 5.3012132644653320e-02
RQ Reference: 5.4785013198852539e-02
RQ New: 4.5028924942016602e-02
LQ AOCL: 4.9893140792846680e-02
LQ Reference: 4.7886133193969727e-02
LQ New: 4.2932033538818359e-02
Single Complex Precision
QR AOCL: 8.0354928970336914e-02
QR Reference: 8.0924987792968750e-02
QR New: 7.3325872421264648e-02
QL AOCL: 7.7381134033203125e-02
QL Reference: 7.8341007232666016e-02
QL New: 7.3188066482543945e-02
RQ AOCL: 7.7390909194946289e-02
RQ Reference: 7.9063177108764648e-02
RQ New: 7.4998140335083008e-02
LQ AOCL: 7.8218221664428711e-02
LQ Reference: 9.1605901718139648e-02
LQ New: 7.6278924942016602e-02
Double Complex Precision
QR AOCL: 1.6306281089782715e-01
QR Reference: 1.6347002983093262e-01
QR New: 1.2972688674926758e-01
QL AOCL: 1.6579985618591309e-01
QL Reference: 1.6646885871887207e-01
QL New: 1.2851500511169434e-01
RQ AOCL: 1.6700696945190430e-01
RQ Reference: 1.6752791404724121e-01
RQ New: 1.4432787895202637e-01
LQ AOCL: 1.6416811943054199e-01
LQ Reference: 1.6471791267395020e-01
LQ New: 1.4428186416625977e-01
m=1000 n=1000 k=700
Testing file ran 10 times
Single Precision
QR AOCL: 2.3581027984619141e-02
QR Reference: 2.4041891098022461e-02
QR New: 2.6103973388671875e-02
QL AOCL: 2.3653030395507812e-02
QL Reference: 2.4582862854003906e-02
QL New: 2.6725053787231445e-02
RQ AOCL: 2.7709007263183594e-02
RQ Reference: 2.8623104095458984e-02
RQ New: 2.7580022811889648e-02
LQ AOCL: 2.7638912200927734e-02
LQ Reference: 2.9345035552978516e-02
LQ New: 2.6847839355468750e-02
Double Precision
QR AOCL: 4.1996955871582031e-02
QR Reference: 4.2091846466064453e-02
QR New: 4.1900873184204102e-02
QL AOCL: 4.2186021804809570e-02
QL Reference: 4.3161869049072266e-02
QL New: 4.1929006576538086e-02
RQ AOCL: 4.7826051712036133e-02
RQ Reference: 4.9027919769287109e-02
RQ New: 4.6393871307373047e-02
LQ AOCL: 4.6520948410034180e-02
LQ Reference: 4.6364068984985352e-02
LQ New: 4.7232151031494141e-02
Single Complex Precision
QR AOCL: 8.2084894180297852e-02
QR Reference: 8.2720041275024414e-02
QR New: 7.8429937362670898e-02
QL AOCL: 8.1092834472656250e-02
QL Reference: 8.2297086715698242e-02
QL New: 7.7898979187011719e-02
RQ AOCL: 7.9113006591796875e-02
RQ Reference: 8.0232143402099609e-02
RQ New: 8.0062866210937500e-02
LQ AOCL: 8.0446004867553711e-02
LQ Reference: 8.0761909484863281e-02
LQ New: 7.9983949661254883e-02
Double Complex Precision
QR AOCL: 1.6639494895935059e-01
QR Reference: 1.6681814193725586e-01
QR New: 1.3470387458801270e-01
QL AOCL: 1.6833806037902832e-01
QL Reference: 1.6942000389099121e-01
QL New: 1.3480186462402344e-01
RQ AOCL: 1.7107200622558594e-01
RQ Reference: 1.7057085037231445e-01
RQ New: 1.5140891075134277e-01
LQ AOCL: 1.6838788986206055e-01
LQ Reference: 1.7439603805541992e-01
LQ New: 1.5286302566528320e-01
Single Precision
QR AOCL: 2.2874116897583008e-02
QR Reference: 2.3578166961669922e-02
QR New: 2.6026010513305664e-02
QL AOCL: 2.3261070251464844e-02
QL Reference: 2.4241924285888672e-02
QL New: 2.6783943176269531e-02
RQ AOCL: 2.8087139129638672e-02
RQ Reference: 2.9047966003417969e-02
RQ New: 2.8286933898925781e-02
LQ AOCL: 2.7147054672241211e-02
LQ Reference: 2.9030084609985352e-02
LQ New: 2.6713132858276367e-02
Double Precision
QR AOCL: 4.1180849075317383e-02
QR Reference: 4.1906833648681641e-02
QR New: 4.1965007781982422e-02
QL AOCL: 4.2419910430908203e-02
QL Reference: 4.3120145797729492e-02
QL New: 4.2012929916381836e-02
RQ AOCL: 4.8009157180786133e-02
RQ Reference: 4.9034118652343750e-02
RQ New: 4.6362876892089844e-02
LQ AOCL: 4.6288013458251953e-02
LQ Reference: 4.5837879180908203e-02
LQ New: 4.6895027160644531e-02
Single Complex Precision
QR AOCL: 8.2503795623779297e-02
QR Reference: 8.3270072937011719e-02
QR New: 7.8409910202026367e-02
QL AOCL: 8.1357002258300781e-02
QL Reference: 8.2662105560302734e-02
QL New: 7.7902078628540039e-02
RQ AOCL: 7.8886032104492188e-02
RQ Reference: 8.0240964889526367e-02
RQ New: 7.9977035522460938e-02
LQ AOCL: 7.9528808593750000e-02
LQ Reference: 8.0620050430297852e-02
LQ New: 7.9953908920288086e-02
Double Complex Precision
QR AOCL: 1.6624498367309570e-01
QR Reference: 1.6715121269226074e-01
QR New: 1.3438916206359863e-01
QL AOCL: 1.6828012466430664e-01
QL Reference: 1.6881299018859863e-01
QL New: 1.3519501686096191e-01
RQ AOCL: 1.7038083076477051e-01
RQ Reference: 1.7190694808959961e-01
RQ New: 1.5190505981445312e-01
LQ AOCL: 1.6891789436340332e-01
LQ Reference: 1.6978502273559570e-01
LQ New: 1.5163493156433105e-01
Single Precision
QR AOCL: 2.3608922958374023e-02
QR Reference: 2.4184942245483398e-02
QR New: 2.6216030120849609e-02
QL AOCL: 2.3849964141845703e-02
QL Reference: 2.4733066558837891e-02
QL New: 2.6931047439575195e-02
RQ AOCL: 2.9025077819824219e-02
RQ Reference: 2.9937028884887695e-02
RQ New: 2.8807878494262695e-02
LQ AOCL: 2.8270006179809570e-02
LQ Reference: 3.0207157135009766e-02
LQ New: 2.7531862258911133e-02
Double Precision
QR AOCL: 4.1218996047973633e-02
QR Reference: 4.1899919509887695e-02
QR New: 4.2048931121826172e-02
QL AOCL: 4.2436122894287109e-02
QL Reference: 4.3358087539672852e-02
QL New: 4.2077064514160156e-02
RQ AOCL: 4.8425912857055664e-02
RQ Reference: 4.9245119094848633e-02
RQ New: 4.6888113021850586e-02
LQ AOCL: 4.6370029449462891e-02
LQ Reference: 4.6462059020996094e-02
LQ New: 4.7164916992187500e-02
Single Complex Precision
QR AOCL: 8.2420825958251953e-02
QR Reference: 8.3105087280273438e-02
QR New: 7.8413963317871094e-02
QL AOCL: 8.0556869506835938e-02
QL Reference: 8.2926988601684570e-02
QL New: 7.7963829040527344e-02
RQ AOCL: 7.9073905944824219e-02
RQ Reference: 8.0363988876342773e-02
RQ New: 7.9970121383666992e-02
LQ AOCL: 7.9625129699707031e-02
LQ Reference: 8.0487966537475586e-02
LQ New: 7.9946994781494141e-02
Double Complex Precision
QR AOCL: 1.6655993461608887e-01
QR Reference: 1.6721892356872559e-01
QR New: 1.3476395606994629e-01
QL AOCL: 1.6867899894714355e-01
QL Reference: 1.6960000991821289e-01
QL New: 1.3505005836486816e-01
RQ AOCL: 1.7041492462158203e-01
RQ Reference: 1.7115688323974609e-01
RQ New: 1.5254902839660645e-01
LQ AOCL: 1.6890406608581543e-01
LQ Reference: 1.6992306709289551e-01
LQ New: 1.5249395370483398e-01
Single Precision
QR AOCL: 2.3185014724731445e-02
QR Reference: 2.3711204528808594e-02
QR New: 2.6205062866210938e-02
QL AOCL: 2.3205995559692383e-02
QL Reference: 2.4111032485961914e-02
QL New: 2.6840925216674805e-02
RQ AOCL: 2.8216838836669922e-02
RQ Reference: 2.9169082641601562e-02
RQ New: 2.8352975845336914e-02
LQ AOCL: 2.7293205261230469e-02
LQ Reference: 2.9440879821777344e-02
LQ New: 2.6839971542358398e-02
Double Precision
QR AOCL: 4.2036056518554688e-02
QR Reference: 4.2009115219116211e-02
QR New: 4.2206048965454102e-02
QL AOCL: 4.2355060577392578e-02
QL Reference: 4.3569087982177734e-02
QL New: 4.2177915573120117e-02
RQ AOCL: 4.9072027206420898e-02
RQ Reference: 4.9731969833374023e-02
RQ New: 4.7518968582153320e-02
LQ AOCL: 4.7358989715576172e-02
LQ Reference: 4.7267198562622070e-02
LQ New: 4.7895908355712891e-02
Single Complex Precision
QR AOCL: 8.2131862640380859e-02
QR Reference: 8.2750082015991211e-02
QR New: 7.8310966491699219e-02
QL AOCL: 8.0317974090576172e-02
QL Reference: 8.2374811172485352e-02
QL New: 7.7945947647094727e-02
RQ AOCL: 7.9183816909790039e-02
RQ Reference: 8.0490827560424805e-02
RQ New: 8.0056190490722656e-02
LQ AOCL: 7.9550027847290039e-02
LQ Reference: 8.0528974533081055e-02
LQ New: 7.9951047897338867e-02
Double Complex Precision
QR AOCL: 1.6677713394165039e-01
QR Reference: 1.6699004173278809e-01
QR New: 1.3462710380554199e-01
QL AOCL: 1.6861987113952637e-01
QL Reference: 1.6948294639587402e-01
QL New: 1.3475203514099121e-01
RQ AOCL: 1.7062497138977051e-01
RQ Reference: 1.7148613929748535e-01
RQ New: 1.5235710144042969e-01
LQ AOCL: 1.6854500770568848e-01
LQ Reference: 1.7057514190673828e-01
LQ New: 1.5176510810852051e-01
Single Precision
QR AOCL: 2.2848844528198242e-02
QR Reference: 2.3540973663330078e-02
QR New: 2.6021003723144531e-02
QL AOCL: 2.3179054260253906e-02
QL Reference: 2.4138927459716797e-02
QL New: 2.6858091354370117e-02
RQ AOCL: 2.8192043304443359e-02
RQ Reference: 2.9244899749755859e-02
RQ New: 2.8157949447631836e-02
LQ AOCL: 2.7263879776000977e-02
LQ Reference: 2.8986930847167969e-02
LQ New: 2.6751041412353516e-02
Double Precision
QR AOCL: 4.1174888610839844e-02
QR Reference: 4.2006969451904297e-02
QR New: 4.2065858840942383e-02
QL AOCL: 4.2392969131469727e-02
QL Reference: 4.3499946594238281e-02
QL New: 4.1945934295654297e-02
RQ AOCL: 4.8624038696289062e-02
RQ Reference: 4.9065113067626953e-02
RQ New: 4.6941995620727539e-02
LQ AOCL: 4.6542167663574219e-02
LQ Reference: 4.5826911926269531e-02
LQ New: 4.6987056732177734e-02
Single Complex Precision
QR AOCL: 8.2309961318969727e-02
QR Reference: 8.2695960998535156e-02
QR New: 7.8310966491699219e-02
QL AOCL: 8.0138921737670898e-02
QL Reference: 8.1480979919433594e-02
QL New: 7.7979087829589844e-02
RQ AOCL: 7.8962087631225586e-02
RQ Reference: 8.0232858657836914e-02
RQ New: 7.9865932464599609e-02
LQ AOCL: 7.9720020294189453e-02
LQ Reference: 8.0719947814941406e-02
LQ New: 7.9824209213256836e-02
Double Complex Precision
QR AOCL: 1.6667890548706055e-01
QR Reference: 1.6706109046936035e-01
QR New: 1.3443207740783691e-01
QL AOCL: 1.7747902870178223e-01
QL Reference: 1.6944098472595215e-01
QL New: 1.3474321365356445e-01
RQ AOCL: 1.6961097717285156e-01
RQ Reference: 1.7088913917541504e-01
RQ New: 1.5120697021484375e-01
LQ AOCL: 1.6890883445739746e-01
LQ Reference: 1.6950011253356934e-01
LQ New: 1.5266704559326172e-01
Single Precision
QR AOCL: 2.3109912872314453e-02
QR Reference: 2.3632049560546875e-02
QR New: 2.6094198226928711e-02
QL AOCL: 2.3130893707275391e-02
QL Reference: 2.4135112762451172e-02
QL New: 2.6786088943481445e-02
RQ AOCL: 2.7621984481811523e-02
RQ Reference: 2.8526067733764648e-02
RQ New: 2.7743101119995117e-02
LQ AOCL: 2.7336835861206055e-02
LQ Reference: 2.9387950897216797e-02
LQ New: 2.7014017105102539e-02
Double Precision
QR AOCL: 4.1766881942749023e-02
QR Reference: 4.1895866394042969e-02
QR New: 4.1939020156860352e-02
QL AOCL: 4.2224884033203125e-02
QL Reference: 4.3157100677490234e-02
QL New: 4.1978120803833008e-02
RQ AOCL: 4.7785997390747070e-02
RQ Reference: 4.8810005187988281e-02
RQ New: 4.6429872512817383e-02
LQ AOCL: 4.6427011489868164e-02
LQ Reference: 4.6341896057128906e-02
LQ New: 4.7130823135375977e-02
Single Complex Precision
QR AOCL: 8.2066059112548828e-02
QR Reference: 8.3031892776489258e-02
QR New: 7.8487157821655273e-02
QL AOCL: 8.1075191497802734e-02
QL Reference: 8.2515001296997070e-02
QL New: 7.8025102615356445e-02
RQ AOCL: 7.9004049301147461e-02
RQ Reference: 8.0247163772583008e-02
RQ New: 7.9893112182617188e-02
LQ AOCL: 7.9671859741210938e-02
LQ Reference: 8.0637931823730469e-02
LQ New: 7.9963922500610352e-02
Double Complex Precision
QR AOCL: 1.6661596298217773e-01
QR Reference: 1.6725707054138184e-01
QR New: 1.3468098640441895e-01
QL AOCL: 1.6867017745971680e-01
QL Reference: 1.6910004615783691e-01
QL New: 1.3479089736938477e-01
RQ AOCL: 1.7044496536254883e-01
RQ Reference: 1.7090296745300293e-01
RQ New: 1.5118193626403809e-01
LQ AOCL: 1.6807484626770020e-01
LQ Reference: 1.7030405998229980e-01
LQ New: 1.5158891677856445e-01
Single Precision
QR AOCL: 2.3439168930053711e-02
QR Reference: 2.4085998535156250e-02
QR New: 2.6170969009399414e-02
QL AOCL: 2.3710966110229492e-02
QL Reference: 2.4635076522827148e-02
QL New: 2.6823043823242188e-02
RQ AOCL: 2.7730941772460938e-02
RQ Reference: 2.8728008270263672e-02
RQ New: 2.7731895446777344e-02
LQ AOCL: 2.7335166931152344e-02
LQ Reference: 2.9217004776000977e-02
LQ New: 2.6693105697631836e-02
Double Precision
QR AOCL: 4.1707038879394531e-02
QR Reference: 4.2047977447509766e-02
QR New: 4.2142868041992188e-02
QL AOCL: 5.1198959350585938e-02
QL Reference: 4.6370029449462891e-02
QL New: 4.3014049530029297e-02
RQ AOCL: 4.8205852508544922e-02
RQ Reference: 4.8799991607666016e-02
RQ New: 4.6779155731201172e-02
LQ AOCL: 4.6725034713745117e-02
LQ Reference: 4.6221017837524414e-02
LQ New: 4.7404050827026367e-02
Single Complex Precision
QR AOCL: 8.2068920135498047e-02
QR Reference: 8.2764863967895508e-02
QR New: 7.8385829925537109e-02
QL AOCL: 8.0619096755981445e-02
QL Reference: 8.2411050796508789e-02
QL New: 7.7986955642700195e-02
RQ AOCL: 7.9051971435546875e-02
RQ Reference: 8.0151081085205078e-02
RQ New: 7.9974889755249023e-02
LQ AOCL: 7.9743862152099609e-02
LQ Reference: 8.0724000930786133e-02
LQ New: 8.0023050308227539e-02
Double Complex Precision
QR AOCL: 1.6623592376708984e-01
QR Reference: 1.6691398620605469e-01
QR New: 1.3464593887329102e-01
QL AOCL: 1.6843295097351074e-01
QL Reference: 1.6912317276000977e-01
QL New: 1.3495492935180664e-01
RQ AOCL: 1.6910004615783691e-01
RQ Reference: 1.7124795913696289e-01
RQ New: 1.5127205848693848e-01
LQ AOCL: 1.6826486587524414e-01
LQ Reference: 1.6986489295959473e-01
LQ New: 1.5156102180480957e-01
Single Precision
QR AOCL: 2.3142814636230469e-02
QR Reference: 2.3820877075195312e-02
QR New: 2.5954008102416992e-02
QL AOCL: 2.3591995239257812e-02
QL Reference: 2.4482965469360352e-02
QL New: 2.6662111282348633e-02
RQ AOCL: 2.7399063110351562e-02
RQ Reference: 2.8230190277099609e-02
RQ New: 2.7168989181518555e-02
LQ AOCL: 2.6829957962036133e-02
LQ Reference: 2.8587102890014648e-02
LQ New: 2.6301860809326172e-02
Double Precision
QR AOCL: 4.1347980499267578e-02
QR Reference: 4.1854143142700195e-02
QR New: 4.1917085647583008e-02
QL AOCL: 4.2268991470336914e-02
QL Reference: 4.3205976486206055e-02
QL New: 4.2040109634399414e-02
RQ AOCL: 4.8254966735839844e-02
RQ Reference: 4.9431085586547852e-02
RQ New: 4.6975135803222656e-02
LQ AOCL: 4.7053098678588867e-02
LQ Reference: 4.7219991683959961e-02
LQ New: 4.7689914703369141e-02
Single Complex Precision
QR AOCL: 8.2747936248779297e-02
QR Reference: 8.3053112030029297e-02
QR New: 7.8387022018432617e-02
QL AOCL: 7.9967975616455078e-02
QL Reference: 8.1284046173095703e-02
QL New: 7.7950954437255859e-02
RQ AOCL: 7.9015970230102539e-02
RQ Reference: 8.0276012420654297e-02
RQ New: 7.9902887344360352e-02
LQ AOCL: 7.9462051391601562e-02
LQ Reference: 8.0518960952758789e-02
LQ New: 7.9831838607788086e-02
Double Complex Precision
QR AOCL: 1.6660785675048828e-01
QR Reference: 1.6700196266174316e-01
QR New: 1.3466000556945801e-01
QL AOCL: 1.6822695732116699e-01
QL Reference: 1.6916084289550781e-01
QL New: 1.3477683067321777e-01
RQ AOCL: 1.7042183876037598e-01
RQ Reference: 1.7074108123779297e-01
RQ New: 1.5277218818664551e-01
LQ AOCL: 1.6784596443176270e-01
LQ Reference: 1.7204809188842773e-01
LQ New: 1.5274000167846680e-01
Single Precision
QR AOCL: 2.3093938827514648e-02
QR Reference: 2.3590803146362305e-02
QR New: 2.6136159896850586e-02
QL AOCL: 2.3205041885375977e-02
QL Reference: 2.4252891540527344e-02
QL New: 2.6766777038574219e-02
RQ AOCL: 2.7531862258911133e-02
RQ Reference: 2.8454065322875977e-02
RQ New: 2.7643918991088867e-02
LQ AOCL: 2.7502059936523438e-02
LQ Reference: 2.9964923858642578e-02
LQ New: 2.7220010757446289e-02
Double Precision
QR AOCL: 4.1455984115600586e-02
QR Reference: 4.2030096054077148e-02
QR New: 4.2001008987426758e-02
QL AOCL: 4.2329072952270508e-02
QL Reference: 4.3256998062133789e-02
QL New: 4.2504787445068359e-02
RQ AOCL: 4.8491001129150391e-02
RQ Reference: 4.9220085144042969e-02
RQ New: 4.6900033950805664e-02
LQ AOCL: 4.6697854995727539e-02
LQ Reference: 4.7636985778808594e-02
LQ New: 4.7949075698852539e-02
Single Complex Precision
QR AOCL: 8.1574916839599609e-02
QR Reference: 8.2439899444580078e-02
QR New: 7.8344106674194336e-02
QL AOCL: 8.0358028411865234e-02
QL Reference: 8.1531047821044922e-02
QL New: 7.7892065048217773e-02
RQ AOCL: 7.8966856002807617e-02
RQ Reference: 8.0107927322387695e-02
RQ New: 7.9813003540039062e-02
LQ AOCL: 8.0424785614013672e-02
LQ Reference: 8.0729007720947266e-02
LQ New: 7.9989194869995117e-02
Double Complex Precision
QR AOCL: 1.6645884513854980e-01
QR Reference: 1.6715502738952637e-01
QR New: 1.3461589813232422e-01
QL AOCL: 1.6805505752563477e-01
QL Reference: 1.6909098625183105e-01
QL New: 1.3485312461853027e-01
RQ AOCL: 1.7063808441162109e-01
RQ Reference: 1.7028284072875977e-01
RQ New: 1.5188407897949219e-01
LQ AOCL: 1.6843104362487793e-01
LQ Reference: 1.7008495330810547e-01
LQ New: 1.5137982368469238e-01
Single Precision
QR AOCL: 2.3404121398925781e-02
QR Reference: 2.3973941802978516e-02
QR New: 2.6072978973388672e-02
QL AOCL: 2.3605108261108398e-02
QL Reference: 2.4577856063842773e-02
QL New: 2.6775836944580078e-02
RQ AOCL: 2.7814149856567383e-02
RQ Reference: 2.8757810592651367e-02
RQ New: 2.7873039245605469e-02
LQ AOCL: 2.7240991592407227e-02
LQ Reference: 2.9150962829589844e-02
LQ New: 2.6705980300903320e-02
Double Precision
QR AOCL: 4.1541099548339844e-02
QR Reference: 4.1954040527343750e-02
QR New: 4.2166948318481445e-02
QL AOCL: 4.2407989501953125e-02
QL Reference: 4.3199062347412109e-02
QL New: 4.2111158370971680e-02
RQ AOCL: 4.7940969467163086e-02
RQ Reference: 4.8757076263427734e-02
RQ New: 4.6439170837402344e-02
LQ AOCL: 4.6485900878906250e-02
LQ Reference: 4.6370029449462891e-02
LQ New: 4.7163963317871094e-02
Single Complex Precision
QR AOCL: 8.2027912139892578e-02
QR Reference: 8.2623958587646484e-02
QR New: 7.8390121459960938e-02
QL AOCL: 8.1222057342529297e-02
QL Reference: 8.2340955734252930e-02
QL New: 7.7924966812133789e-02
RQ AOCL: 7.9174995422363281e-02
RQ Reference: 8.0305814743041992e-02
RQ New: 7.9846858978271484e-02
LQ AOCL: 7.9700946807861328e-02
LQ Reference: 8.0773830413818359e-02
LQ New: 7.9920053482055664e-02
Double Complex Precision
QR AOCL: 1.6633200645446777e-01
QR Reference: 1.6693687438964844e-01
QR New: 1.3463902473449707e-01
QL AOCL: 1.6818213462829590e-01
QL Reference: 1.6907095909118652e-01
QL New: 1.3495111465454102e-01
RQ AOCL: 1.7036890983581543e-01
RQ Reference: 1.7053103446960449e-01
RQ New: 1.5142321586608887e-01
LQ AOCL: 1.6824603080749512e-01
LQ Reference: 1.6982507705688477e-01
LQ New: 1.5100789070129395e-01
m=1000 n=1000 k=800
Testing file ran 10 times
Single Precision
QR AOCL: 2.5246143341064453e-02
QR Reference: 2.4806976318359375e-02
QR New: 2.9750108718872070e-02
QL AOCL: 2.2330999374389648e-02
QL Reference: 2.3442029953002930e-02
QL New: 2.8285026550292969e-02
RQ AOCL: 2.7781009674072266e-02
RQ Reference: 2.8776168823242188e-02
RQ New: 2.9628992080688477e-02
LQ AOCL: 2.7676820755004883e-02
LQ Reference: 3.1035900115966797e-02
LQ New: 2.9546022415161133e-02
Double Precision
QR AOCL: 4.1742086410522461e-02
QR Reference: 4.2255163192749023e-02
QR New: 4.3691873550415039e-02
QL AOCL: 4.2051076889038086e-02
QL Reference: 4.3166875839233398e-02
QL New: 4.3432950973510742e-02
RQ AOCL: 4.9046039581298828e-02
RQ Reference: 4.9685955047607422e-02
RQ New: 4.8327922821044922e-02
LQ AOCL: 4.8429012298583984e-02
LQ Reference: 5.0317049026489258e-02
LQ New: 4.8280000686645508e-02
Single Complex Precision
QR AOCL: 8.3117961883544922e-02
QR Reference: 8.4218978881835938e-02
QR New: 8.1195831298828125e-02
QL AOCL: 8.2140922546386719e-02
QL Reference: 8.3758831024169922e-02
QL New: 8.0935001373291016e-02
RQ AOCL: 7.9478979110717773e-02
RQ Reference: 8.0937147140502930e-02
RQ New: 8.2793951034545898e-02
LQ AOCL: 8.0106973648071289e-02
LQ Reference: 8.1079959869384766e-02
LQ New: 8.2815885543823242e-02
Double Complex Precision
QR AOCL: 1.6739392280578613e-01
QR Reference: 1.6804194450378418e-01
QR New: 1.3876914978027344e-01
QL AOCL: 1.6910791397094727e-01
QL Reference: 1.7003703117370605e-01
QL New: 1.3902521133422852e-01
RQ AOCL: 1.7105388641357422e-01
RQ Reference: 1.7140913009643555e-01
RQ New: 1.5661692619323730e-01
LQ AOCL: 1.7059922218322754e-01
LQ Reference: 1.7034602165222168e-01
LQ New: 1.5628600120544434e-01
Single Precision
QR AOCL: 2.3571968078613281e-02
QR Reference: 2.3344039916992188e-02
QR New: 2.8393983840942383e-02
QL AOCL: 2.2449016571044922e-02
QL Reference: 2.3393869400024414e-02
QL New: 2.8352975845336914e-02
RQ AOCL: 2.7918100357055664e-02
RQ Reference: 2.8803110122680664e-02
RQ New: 2.9655933380126953e-02
LQ AOCL: 2.7390003204345703e-02
LQ Reference: 3.1240940093994141e-02
LQ New: 2.9675006866455078e-02
Double Precision
QR AOCL: 4.1625022888183594e-02
QR Reference: 4.2191028594970703e-02
QR New: 4.3640136718750000e-02
QL AOCL: 4.2052030563354492e-02
QL Reference: 4.3128967285156250e-02
QL New: 4.3536901473999023e-02
RQ AOCL: 4.8346996307373047e-02
RQ Reference: 4.9407005310058594e-02
RQ New: 4.7632932662963867e-02
LQ AOCL: 4.8085927963256836e-02
LQ Reference: 4.9979209899902344e-02
LQ New: 4.8220872879028320e-02
Single Complex Precision
QR AOCL: 8.2988023757934570e-02
QR Reference: 8.3720922470092773e-02
QR New: 8.1851005554199219e-02
QL AOCL: 8.2305908203125000e-02
QL Reference: 8.2926034927368164e-02
QL New: 8.0996990203857422e-02
RQ AOCL: 8.0039024353027344e-02
RQ Reference: 8.0842971801757812e-02
RQ New: 8.2880020141601562e-02
LQ AOCL: 8.0089807510375977e-02
LQ Reference: 8.1037998199462891e-02
LQ New: 8.2667112350463867e-02
Double Complex Precision
QR AOCL: 1.6790318489074707e-01
QR Reference: 1.6868901252746582e-01
QR New: 1.3871192932128906e-01
QL AOCL: 1.6915607452392578e-01
QL Reference: 1.6997790336608887e-01
QL New: 1.3922214508056641e-01
RQ AOCL: 1.7062497138977051e-01
RQ Reference: 1.7152404785156250e-01
RQ New: 1.5562295913696289e-01
LQ AOCL: 1.6975903511047363e-01
LQ Reference: 1.7109513282775879e-01
LQ New: 1.5687704086303711e-01
Single Precision
QR AOCL: 2.2049903869628906e-02
QR Reference: 2.2768020629882812e-02
QR New: 2.8255939483642578e-02
QL AOCL: 2.2383928298950195e-02
QL Reference: 2.3433923721313477e-02
QL New: 2.8290033340454102e-02
RQ AOCL: 2.8357982635498047e-02
RQ Reference: 2.9299020767211914e-02
RQ New: 2.9955148696899414e-02
LQ AOCL: 2.8014898300170898e-02
LQ Reference: 3.1244039535522461e-02
LQ New: 2.9329061508178711e-02
Double Precision
QR AOCL: 4.1687011718750000e-02
QR Reference: 4.2291879653930664e-02
QR New: 4.3649911880493164e-02
QL AOCL: 4.2171001434326172e-02
QL Reference: 4.3147087097167969e-02
QL New: 4.3614864349365234e-02
RQ AOCL: 4.8883199691772461e-02
RQ Reference: 5.0075054168701172e-02
RQ New: 4.8380136489868164e-02
LQ AOCL: 4.7813177108764648e-02
LQ Reference: 4.9543142318725586e-02
LQ New: 4.7748088836669922e-02
Single Complex Precision
QR AOCL: 8.3130836486816406e-02
QR Reference: 8.3528041839599609e-02
QR New: 8.1187963485717773e-02
QL AOCL: 8.2054853439331055e-02
QL Reference: 8.3539009094238281e-02
QL New: 8.1083774566650391e-02
RQ AOCL: 7.9557895660400391e-02
RQ Reference: 8.0955028533935547e-02
RQ New: 8.2808017730712891e-02
LQ AOCL: 7.9984188079833984e-02
LQ Reference: 8.0955982208251953e-02
LQ New: 8.2572221755981445e-02
Double Complex Precision
QR AOCL: 1.6759490966796875e-01
QR Reference: 1.6817903518676758e-01
QR New: 1.3873887062072754e-01
QL AOCL: 1.6956400871276855e-01
QL Reference: 1.7026901245117188e-01
QL New: 1.3910293579101562e-01
RQ AOCL: 1.7244505882263184e-01
RQ Reference: 1.7294692993164062e-01
RQ New: 1.5752291679382324e-01
LQ AOCL: 1.7092895507812500e-01
LQ Reference: 1.7140078544616699e-01
LQ New: 1.5709280967712402e-01
Single Precision
QR AOCL: 2.3448944091796875e-02
QR Reference: 2.3136138916015625e-02
QR New: 2.8299808502197266e-02
QL AOCL: 2.2123098373413086e-02
QL Reference: 2.3199081420898438e-02
QL New: 2.8139114379882812e-02
RQ AOCL: 2.7604818344116211e-02
RQ Reference: 2.8573036193847656e-02
RQ New: 2.9361009597778320e-02
LQ AOCL: 2.7883052825927734e-02
LQ Reference: 3.1362056732177734e-02
LQ New: 2.9912948608398438e-02
Double Precision
QR AOCL: 4.1620016098022461e-02
QR Reference: 4.2235136032104492e-02
QR New: 4.3658018112182617e-02
QL AOCL: 4.2182922363281250e-02
QL Reference: 4.3246984481811523e-02
