m=1000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QL Reference: 2.5545001029968262e-01
QL New: 2.6532220840454102e-01
RQ AOCL: 4.0798997879028320e-01
RQ Reference: 4.0982294082641602e-01
RQ New: 3.3416390419006348e-01
LQ AOCL: 4.2109894752502441e-01
LQ Reference: 4.5265293121337891e-01
LQ New: 3.2263708114624023e-01
Double Precision
QR AOCL: 5.1406693458557129e-01
QR Reference: 5.1399397850036621e-01
QR New: 5.0142121315002441e-01
QL AOCL: 5.1521492004394531e-01
QL Reference: 5.1680111885070801e-01
QL New: 5.0266504287719727e-01
RQ AOCL: 6.6490387916564941e-01
RQ Reference: 6.6901302337646484e-01
RQ New: 6.0441112518310547e-01
LQ AOCL: 6.7867302894592285e-01
LQ Reference: 7.1225810050964355e-01
LQ New: 6.0381484031677246e-01
Single Complex Precision
QR AOCL: 1.0317518711090088e+00
QR Reference: 1.0316209793090820e+00
QR New: 1.2764081954956055e+00
QL AOCL: 1.0409419536590576e+00
QL Reference: 1.0403680801391602e+00
QL New: 1.2858641147613525e+00
RQ AOCL: 1.4175748825073242e+00
RQ Reference: 1.4200730323791504e+00
RQ New: 1.3128640651702881e+00
LQ AOCL: 1.4311978816986084e+00
LQ Reference: 1.4310569763183594e+00
LQ New: 1.3010749816894531e+00
Double Complex Precision
QR AOCL: 1.8965539932250977e+00
QR Reference: 1.8993670940399170e+00
QR New: 1.8403079509735107e+00
QL AOCL: 1.9039421081542969e+00
QL Reference: 1.9049220085144043e+00
QL New: 1.8397059440612793e+00
RQ AOCL: 2.3869080543518066e+00
RQ Reference: 2.3976278305053711e+00
RQ New: 2.0173249244689941e+00
LQ AOCL: 2.3969719409942627e+00
LQ Reference: 2.3786048889160156e+00
LQ New: 2.0235650539398193e+00
Single Precision
QR AOCL: 2.5288414955139160e-01
QR Reference: 2.5655698776245117e-01
QR New: 2.6335096359252930e-01
QL AOCL: 2.5059485435485840e-01
QL Reference: 2.5216507911682129e-01
QL New: 2.5169706344604492e-01
RQ AOCL: 4.1170191764831543e-01
RQ Reference: 4.1288208961486816e-01
RQ New: 3.3643603324890137e-01
LQ AOCL: 4.2746615409851074e-01
LQ Reference: 4.5023703575134277e-01
LQ New: 3.1708121299743652e-01
Double Precision
QR AOCL: 5.2005505561828613e-01
QR Reference: 5.1403808593750000e-01
QR New: 5.0033283233642578e-01
QL AOCL: 5.1696896553039551e-01
QL Reference: 5.1408410072326660e-01
QL New: 4.9666094779968262e-01
RQ AOCL: 6.6796398162841797e-01
RQ Reference: 6.7595314979553223e-01
RQ New: 6.1324000358581543e-01
LQ AOCL: 6.8229293823242188e-01
LQ Reference: 7.1782994270324707e-01
LQ New: 6.0250687599182129e-01
Single Complex Precision
QR AOCL: 1.0313410758972168e+00
QR Reference: 1.0331161022186279e+00
QR New: 1.2872500419616699e+00
QL AOCL: 1.0425610542297363e+00
QL Reference: 1.0406968593597412e+00
QL New: 1.2783977985382080e+00
RQ AOCL: 1.4141399860382080e+00
RQ Reference: 1.4162240028381348e+00
RQ New: 1.3168649673461914e+00
LQ AOCL: 1.4135799407958984e+00
LQ Reference: 1.4133698940277100e+00
LQ New: 1.2912650108337402e+00
Double Complex Precision
QR AOCL: 1.8983900547027588e+00
QR Reference: 1.8995370864868164e+00
QR New: 1.8411598205566406e+00
QL AOCL: 1.9070808887481689e+00
QL Reference: 1.9073739051818848e+00
QL New: 1.8382189273834229e+00
RQ AOCL: 2.3787181377410889e+00
RQ Reference: 2.3922331333160400e+00
RQ New: 2.0175518989562988e+00
LQ AOCL: 2.3885138034820557e+00
LQ Reference: 2.3901669979095459e+00
LQ New: 2.0220901966094971e+00
Single Precision
QR AOCL: 2.5100708007812500e-01
QR Reference: 2.5165581703186035e-01
QR New: 2.5280690193176270e-01
QL AOCL: 2.5470614433288574e-01
QL Reference: 2.5454592704772949e-01
QL New: 2.5303912162780762e-01
RQ AOCL: 4.1431212425231934e-01
RQ Reference: 4.1682386398315430e-01
RQ New: 3.3958482742309570e-01
LQ AOCL: 4.1477394104003906e-01
LQ Reference: 4.5056009292602539e-01
LQ New: 3.1952285766601562e-01
Double Precision
QR AOCL: 5.1470804214477539e-01
QR Reference: 5.1625490188598633e-01
QR New: 5.0384402275085449e-01
QL AOCL: 5.1551699638366699e-01
QL Reference: 5.1631188392639160e-01
QL New: 5.0319409370422363e-01
RQ AOCL: 6.7055702209472656e-01
RQ Reference: 6.6710495948791504e-01
RQ New: 6.0451102256774902e-01
LQ AOCL: 6.8635702133178711e-01
LQ Reference: 7.1745300292968750e-01
LQ New: 6.0535502433776855e-01
Single Complex Precision
QR AOCL: 1.0345640182495117e+00
QR Reference: 1.0382580757141113e+00
QR New: 1.2814400196075439e+00
QL AOCL: 1.0417160987854004e+00
QL Reference: 1.0495069026947021e+00
QL New: 1.2816538810729980e+00
RQ AOCL: 1.4124360084533691e+00
RQ Reference: 1.4138779640197754e+00
RQ New: 1.3059260845184326e+00
LQ AOCL: 1.4175961017608643e+00
LQ Reference: 1.4259209632873535e+00
LQ New: 1.2989358901977539e+00
Double Complex Precision
QR AOCL: 1.9037189483642578e+00
QR Reference: 1.9046750068664551e+00
QR New: 1.8357450962066650e+00
QL AOCL: 1.9108889102935791e+00
QL Reference: 1.9114711284637451e+00
QL New: 1.8350927829742432e+00
RQ AOCL: 2.3736979961395264e+00
RQ Reference: 2.3898432254791260e+00
RQ New: 2.0269610881805420e+00
LQ AOCL: 2.4012298583984375e+00
LQ Reference: 2.3796720504760742e+00
LQ New: 2.0157649517059326e+00
Single Precision
QR AOCL: 2.5174999237060547e-01
QR Reference: 2.5402116775512695e-01
QR New: 2.6512289047241211e-01
QL AOCL: 2.5126600265502930e-01
QL Reference: 2.5806808471679688e-01
QL New: 2.5194191932678223e-01
RQ AOCL: 4.1289997100830078e-01
RQ Reference: 4.1432714462280273e-01
RQ New: 3.3561587333679199e-01
LQ AOCL: 4.2157816886901855e-01
LQ Reference: 4.5381402969360352e-01
LQ New: 3.2221007347106934e-01
Double Precision
QR AOCL: 5.1557302474975586e-01
QR Reference: 5.1474690437316895e-01
QR New: 5.0007414817810059e-01
QL AOCL: 5.1945900917053223e-01
QL Reference: 5.1575708389282227e-01
QL New: 4.9941611289978027e-01
RQ AOCL: 6.7239189147949219e-01
RQ Reference: 6.6987204551696777e-01
RQ New: 6.0572099685668945e-01
LQ AOCL: 6.8576693534851074e-01
LQ Reference: 7.1515703201293945e-01
LQ New: 6.0717201232910156e-01
Single Complex Precision
QR AOCL: 1.0399889945983887e+00
QR Reference: 1.0343990325927734e+00
QR New: 1.2834069728851318e+00
QL AOCL: 1.0416269302368164e+00
QL Reference: 1.0490851402282715e+00
QL New: 1.2773470878601074e+00
RQ AOCL: 1.4304959774017334e+00
RQ Reference: 1.4188561439514160e+00
RQ New: 1.3184299468994141e+00
LQ AOCL: 1.4215807914733887e+00
LQ Reference: 1.4339709281921387e+00
LQ New: 1.3268728256225586e+00
Double Complex Precision
QR AOCL: 1.9036900997161865e+00
QR Reference: 1.9007029533386230e+00
QR New: 1.8466048240661621e+00
QL AOCL: 1.9110260009765625e+00
QL Reference: 1.9094181060791016e+00
QL New: 1.8410849571228027e+00
RQ AOCL: 2.3920059204101562e+00
RQ Reference: 2.4001400470733643e+00
RQ New: 2.0274550914764404e+00
LQ AOCL: 2.3622930049896240e+00
LQ Reference: 2.3530480861663818e+00
LQ New: 2.0004241466522217e+00
Single Precision
QR AOCL: 2.5473594665527344e-01
QR Reference: 2.5265598297119141e-01
QR New: 2.5451087951660156e-01
QL AOCL: 2.5214195251464844e-01
QL Reference: 2.5419378280639648e-01
QL New: 2.5452303886413574e-01
RQ AOCL: 4.1225409507751465e-01
RQ Reference: 4.1331100463867188e-01
RQ New: 3.3796691894531250e-01
LQ AOCL: 4.1817903518676758e-01
LQ Reference: 4.4971990585327148e-01
LQ New: 3.1710815429687500e-01
Double Precision
QR AOCL: 5.1766610145568848e-01
QR Reference: 5.1733899116516113e-01
QR New: 5.0095200538635254e-01
QL AOCL: 5.1790785789489746e-01
QL Reference: 5.1631188392639160e-01
QL New: 5.0031185150146484e-01
RQ AOCL: 6.6982102394104004e-01
RQ Reference: 6.7338204383850098e-01
RQ New: 6.0814380645751953e-01
LQ AOCL: 6.8444180488586426e-01
LQ Reference: 7.2267293930053711e-01
LQ New: 6.0524106025695801e-01
Single Complex Precision
QR AOCL: 1.0316259860992432e+00
QR Reference: 1.0368280410766602e+00
QR New: 1.2828931808471680e+00
QL AOCL: 1.0517330169677734e+00
QL Reference: 1.0409080982208252e+00
QL New: 1.2792890071868896e+00
RQ AOCL: 1.4105100631713867e+00
RQ Reference: 1.4132590293884277e+00
RQ New: 1.3076689243316650e+00
LQ AOCL: 1.4257700443267822e+00
LQ Reference: 1.4219939708709717e+00
LQ New: 1.3015308380126953e+00
Double Complex Precision
QR AOCL: 1.8993771076202393e+00
QR Reference: 1.8996298313140869e+00
QR New: 1.8459429740905762e+00
QL AOCL: 1.9087841510772705e+00
QL Reference: 1.9106810092926025e+00
QL New: 1.8367528915405273e+00
RQ AOCL: 2.3772199153900146e+00
RQ Reference: 2.3929371833801270e+00
RQ New: 2.0266301631927490e+00
LQ AOCL: 2.3853530883789062e+00
LQ Reference: 2.3965971469879150e+00
LQ New: 2.0289218425750732e+00
Single Precision
QR AOCL: 2.5182890892028809e-01
QR Reference: 2.5315999984741211e-01
QR New: 2.5293397903442383e-01
QL AOCL: 2.5272202491760254e-01
QL Reference: 2.5520515441894531e-01
QL New: 2.5574994087219238e-01
RQ AOCL: 4.1335082054138184e-01
RQ Reference: 4.1703295707702637e-01
RQ New: 3.3381295204162598e-01
LQ AOCL: 4.2270493507385254e-01
LQ Reference: 4.5228004455566406e-01
LQ New: 3.2110905647277832e-01
Double Precision
QR AOCL: 5.1566410064697266e-01
QR Reference: 5.1774406433105469e-01
QR New: 5.0489497184753418e-01
QL AOCL: 5.1496291160583496e-01
QL Reference: 5.1780104637145996e-01
QL New: 4.9641203880310059e-01
RQ AOCL: 6.6861009597778320e-01
RQ Reference: 6.7107701301574707e-01
RQ New: 6.1370205879211426e-01
LQ AOCL: 6.7968487739562988e-01
LQ Reference: 7.1476888656616211e-01
LQ New: 6.0329699516296387e-01
Single Complex Precision
QR AOCL: 1.0306859016418457e+00
QR Reference: 1.0308129787445068e+00
QR New: 1.2835209369659424e+00
QL AOCL: 1.0381619930267334e+00
QL Reference: 1.0427298545837402e+00
QL New: 1.2851860523223877e+00
RQ AOCL: 1.4186069965362549e+00
RQ Reference: 1.4273509979248047e+00
RQ New: 1.3159410953521729e+00
LQ AOCL: 1.4254279136657715e+00
LQ Reference: 1.4265320301055908e+00
LQ New: 1.2979040145874023e+00
Double Complex Precision
QR AOCL: 1.8978459835052490e+00
QR Reference: 1.9016561508178711e+00
QR New: 1.8456699848175049e+00
QL AOCL: 1.9060089588165283e+00
QL Reference: 1.9086689949035645e+00
QL New: 1.8413360118865967e+00
RQ AOCL: 2.3859629631042480e+00
RQ Reference: 2.3866071701049805e+00
RQ New: 2.0279738903045654e+00
LQ AOCL: 2.3822090625762939e+00
LQ Reference: 2.3825790882110596e+00
LQ New: 2.0225830078125000e+00
Single Precision
QR AOCL: 2.5843000411987305e-01
QR Reference: 2.5166583061218262e-01
QR New: 2.5401282310485840e-01
QL AOCL: 2.5209093093872070e-01
QL Reference: 2.5397706031799316e-01
QL New: 2.5487804412841797e-01
RQ AOCL: 4.1223382949829102e-01
RQ Reference: 4.1103100776672363e-01
RQ New: 3.3275604248046875e-01
LQ AOCL: 4.1791200637817383e-01
LQ Reference: 4.5223283767700195e-01
LQ New: 3.1966018676757812e-01
Double Precision
QR AOCL: 5.1833701133728027e-01
QR Reference: 5.1326894760131836e-01
QR New: 4.9986100196838379e-01
QL AOCL: 5.1453089714050293e-01
QL Reference: 5.1586294174194336e-01
QL New: 5.0688290596008301e-01
RQ AOCL: 6.6734194755554199e-01
RQ Reference: 6.7435789108276367e-01
RQ New: 6.0568404197692871e-01
LQ AOCL: 6.8268513679504395e-01
LQ Reference: 7.1853899955749512e-01
LQ New: 6.0586214065551758e-01
Single Complex Precision
QR AOCL: 1.0392360687255859e+00
QR Reference: 1.0381989479064941e+00
QR New: 1.2802290916442871e+00
QL AOCL: 1.0485379695892334e+00
QL Reference: 1.0463051795959473e+00
QL New: 1.2782928943634033e+00
RQ AOCL: 1.4177689552307129e+00
RQ Reference: 1.4153130054473877e+00
RQ New: 1.3084340095520020e+00
LQ AOCL: 1.4281480312347412e+00
LQ Reference: 1.4280347824096680e+00
LQ New: 1.3059749603271484e+00
Double Complex Precision
QR AOCL: 1.9042129516601562e+00
QR Reference: 1.9083948135375977e+00
QR New: 1.8461859226226807e+00
QL AOCL: 1.9140489101409912e+00
QL Reference: 1.9130818843841553e+00
QL New: 1.8376159667968750e+00
RQ AOCL: 2.3787541389465332e+00
RQ Reference: 2.3884830474853516e+00
RQ New: 2.0450119972229004e+00
LQ AOCL: 2.3912870883941650e+00
LQ Reference: 2.3867838382720947e+00
LQ New: 2.0365250110626221e+00
m=9000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR AOCL: 2.8618407249450684e-01
QR Reference: 2.9141616821289062e-01
QR New: 2.8836917877197266e-01
QL AOCL: 2.8389501571655273e-01
QL Reference: 2.8671407699584961e-01
QL New: 2.8800702095031738e-01
RQ AOCL: 4.7003388404846191e-01
RQ Reference: 4.6887612342834473e-01
RQ New: 3.8161587715148926e-01
LQ AOCL: 4.7354888916015625e-01
LQ Reference: 5.1450705528259277e-01
LQ New: 3.6184120178222656e-01
Double Precision
QR AOCL: 5.7874107360839844e-01
QR Reference: 5.8119893074035645e-01
QR New: 5.5382394790649414e-01
QL AOCL: 5.7851004600524902e-01
QL Reference: 5.8755683898925781e-01
QL New: 5.5104398727416992e-01
RQ AOCL: 7.6676511764526367e-01
RQ Reference: 7.6080083847045898e-01
RQ New: 6.9034004211425781e-01
LQ AOCL: 7.7678489685058594e-01
LQ Reference: 8.1119298934936523e-01
LQ New: 6.8277192115783691e-01
Single Complex Precision
QR AOCL: 1.1630420684814453e+00
QR Reference: 1.1728739738464355e+00
QR New: 1.2478709220886230e+00
QL AOCL: 1.1775028705596924e+00
QL Reference: 1.1850790977478027e+00
QL New: 1.2420070171356201e+00
RQ AOCL: 1.6049909591674805e+00
RQ Reference: 1.6060330867767334e+00
RQ New: 1.4890818595886230e+00
LQ AOCL: 1.6153378486633301e+00
LQ Reference: 1.6132051944732666e+00
LQ New: 1.4663379192352295e+00
Double Complex Precision
QR AOCL: 2.1427011489868164e+00
QR Reference: 2.1595289707183838e+00
QR New: 1.8482878208160400e+00
QL AOCL: 2.1545579433441162e+00
QL Reference: 2.1574001312255859e+00
QL New: 1.8469181060791016e+00
RQ AOCL: 2.9080729484558105e+00
RQ Reference: 2.8720331192016602e+00
RQ New: 2.5185990333557129e+00
LQ AOCL: 2.9090499877929688e+00
LQ Reference: 2.7917761802673340e+00
LQ New: 2.3582849502563477e+00
Single Precision
QR AOCL: 2.8175783157348633e-01
QR Reference: 2.8208684921264648e-01
QR New: 2.8341197967529297e-01
QL AOCL: 2.8142499923706055e-01
QL Reference: 2.8252291679382324e-01
QL New: 2.8530502319335938e-01
RQ AOCL: 4.6319413185119629e-01
RQ Reference: 4.6627116203308105e-01
RQ New: 3.7804007530212402e-01
LQ AOCL: 4.7265601158142090e-01
LQ Reference: 5.1874208450317383e-01
LQ New: 3.6049509048461914e-01
Double Precision
QR AOCL: 5.7394194602966309e-01
QR Reference: 5.8677601814270020e-01
QR New: 5.5732798576354980e-01
QL AOCL: 5.7935786247253418e-01
QL Reference: 5.8060097694396973e-01
QL New: 5.5421996116638184e-01
RQ AOCL: 7.6385307312011719e-01
RQ Reference: 7.6585006713867188e-01
RQ New: 6.8482708930969238e-01
LQ AOCL: 7.7899885177612305e-01
LQ Reference: 8.1040501594543457e-01
LQ New: 6.8375182151794434e-01
Single Complex Precision
QR AOCL: 1.1717579364776611e+00
QR Reference: 1.1662290096282959e+00
QR New: 1.2498030662536621e+00
QL AOCL: 1.1772630214691162e+00
QL Reference: 1.1845490932464600e+00
QL New: 1.2344591617584229e+00
RQ AOCL: 1.6072030067443848e+00
RQ Reference: 1.6151759624481201e+00
RQ New: 1.4896860122680664e+00
LQ AOCL: 1.6252429485321045e+00
LQ Reference: 1.6130440235137939e+00
LQ New: 1.4682271480560303e+00
Double Complex Precision
QR AOCL: 2.1385090351104736e+00
QR Reference: 2.1391291618347168e+00
QR New: 1.8515348434448242e+00
QL AOCL: 2.1523458957672119e+00
QL Reference: 2.1529760360717773e+00
QL New: 1.8511519432067871e+00
RQ AOCL: 2.8620800971984863e+00
RQ Reference: 2.8730330467224121e+00
RQ New: 2.4373371601104736e+00
LQ AOCL: 2.8686349391937256e+00
LQ Reference: 2.8545179367065430e+00
LQ New: 2.4193899631500244e+00
Single Precision
QR AOCL: 2.8732705116271973e-01
QR Reference: 2.9193711280822754e-01
QR New: 3.0184578895568848e-01
QL AOCL: 2.8976798057556152e-01
QL Reference: 2.8456807136535645e-01
QL New: 2.8626799583435059e-01
RQ AOCL: 4.6793103218078613e-01
RQ Reference: 4.6744608879089355e-01
RQ New: 3.8283705711364746e-01
LQ AOCL: 4.7443294525146484e-01
LQ Reference: 5.1710915565490723e-01
LQ New: 3.6225819587707520e-01
Double Precision
QR AOCL: 5.8028388023376465e-01
QR Reference: 5.7590889930725098e-01
QR New: 5.5550098419189453e-01
QL AOCL: 5.7863092422485352e-01
QL Reference: 5.8632087707519531e-01
QL New: 5.5914902687072754e-01
RQ AOCL: 7.6057219505310059e-01
RQ Reference: 7.5966620445251465e-01
RQ New: 6.9570994377136230e-01
LQ AOCL: 7.7728986740112305e-01
LQ Reference: 8.1363701820373535e-01
LQ New: 6.8394303321838379e-01
Single Complex Precision
QR AOCL: 1.1587619781494141e+00
QR Reference: 1.1668758392333984e+00
QR New: 1.2328150272369385e+00
QL AOCL: 1.1725268363952637e+00
QL Reference: 1.1800100803375244e+00
QL New: 1.2351229190826416e+00
RQ AOCL: 1.6066248416900635e+00
RQ Reference: 1.6248919963836670e+00
RQ New: 1.4789478778839111e+00
LQ AOCL: 1.6284859180450439e+00
LQ Reference: 1.6180651187896729e+00
LQ New: 1.4664030075073242e+00
Double Complex Precision
QR AOCL: 2.1375999450683594e+00
QR Reference: 2.1374821662902832e+00
QR New: 1.8492619991302490e+00
QL AOCL: 2.1498119831085205e+00
QL Reference: 2.1613152027130127e+00
QL New: 1.8433928489685059e+00
RQ AOCL: 2.8108119964599609e+00
RQ Reference: 2.8488311767578125e+00
RQ New: 2.4776911735534668e+00
LQ AOCL: 2.8679010868072510e+00
LQ Reference: 2.8589029312133789e+00
LQ New: 2.4155879020690918e+00
Single Precision
QR AOCL: 2.8652596473693848e-01
QR Reference: 2.9138302803039551e-01
QR New: 2.8713202476501465e-01
QL AOCL: 2.8554296493530273e-01
QL Reference: 2.8987407684326172e-01
QL New: 2.8596496582031250e-01
RQ AOCL: 4.6792697906494141e-01
RQ Reference: 4.7351002693176270e-01
RQ New: 3.7824702262878418e-01
LQ AOCL: 4.7558403015136719e-01
LQ Reference: 5.1529502868652344e-01
LQ New: 3.6713886260986328e-01
Double Precision
QR AOCL: 5.7795691490173340e-01
QR Reference: 5.8048892021179199e-01
QR New: 5.5919408798217773e-01
QL AOCL: 5.7967090606689453e-01
QL Reference: 5.7994198799133301e-01
QL New: 5.5303096771240234e-01
RQ AOCL: 7.5791597366333008e-01
RQ Reference: 7.5991511344909668e-01
RQ New: 6.9368219375610352e-01
LQ AOCL: 7.8014397621154785e-01
LQ Reference: 8.1671595573425293e-01
LQ New: 6.8327903747558594e-01
Single Complex Precision
QR AOCL: 1.1702749729156494e+00
QR Reference: 1.1790869235992432e+00
QR New: 1.2353839874267578e+00
QL AOCL: 1.1734719276428223e+00
QL Reference: 1.1696419715881348e+00
QL New: 1.2338190078735352e+00
RQ AOCL: 1.5972878932952881e+00
RQ Reference: 1.6049580574035645e+00
RQ New: 1.4869999885559082e+00
LQ AOCL: 1.6140038967132568e+00
LQ Reference: 1.6207518577575684e+00
LQ New: 1.4705340862274170e+00
Double Complex Precision
QR AOCL: 2.1414260864257812e+00
QR Reference: 2.1500229835510254e+00
QR New: 1.8556618690490723e+00
QL AOCL: 2.1532509326934814e+00
QL Reference: 2.1558060646057129e+00
QL New: 1.8510639667510986e+00
RQ AOCL: 2.8567569255828857e+00
RQ Reference: 2.8702459335327148e+00
RQ New: 2.4213731288909912e+00
LQ AOCL: 2.8637030124664307e+00
LQ Reference: 2.8657891750335693e+00
LQ New: 2.3518190383911133e+00
Single Precision
QR AOCL: 2.8598499298095703e-01
QR Reference: 2.8229403495788574e-01
QR New: 2.8478503227233887e-01
QL AOCL: 2.8199982643127441e-01
QL Reference: 2.8479099273681641e-01
QL New: 2.8440594673156738e-01
RQ AOCL: 4.6475505828857422e-01
RQ Reference: 4.6601104736328125e-01
RQ New: 3.7859821319580078e-01
LQ AOCL: 4.7330999374389648e-01
LQ Reference: 5.0931406021118164e-01
LQ New: 3.6601495742797852e-01
Double Precision
QR AOCL: 5.7616710662841797e-01
QR Reference: 5.7838487625122070e-01
QR New: 5.5490422248840332e-01
QL AOCL: 5.8212494850158691e-01
QL Reference: 5.8174991607666016e-01
QL New: 5.5557203292846680e-01
RQ AOCL: 7.6237583160400391e-01
RQ Reference: 7.6297092437744141e-01
RQ New: 6.8806600570678711e-01
LQ AOCL: 7.7558612823486328e-01
LQ Reference: 8.0919599533081055e-01
LQ New: 6.8353509902954102e-01
Single Complex Precision
QR AOCL: 1.1669862270355225e+00
QR Reference: 1.1678750514984131e+00
QR New: 1.2353370189666748e+00
QL AOCL: 1.1783120632171631e+00
QL Reference: 1.1799111366271973e+00
QL New: 1.2322099208831787e+00
RQ AOCL: 1.6094741821289062e+00
RQ Reference: 1.6015419960021973e+00
RQ New: 1.4900469779968262e+00
LQ AOCL: 1.6270232200622559e+00
LQ Reference: 1.6200900077819824e+00
LQ New: 1.4745941162109375e+00
Double Complex Precision
QR AOCL: 2.1431169509887695e+00
QR Reference: 2.1407110691070557e+00
QR New: 1.8579888343811035e+00
QL AOCL: 2.1535048484802246e+00
QL Reference: 2.1538169384002686e+00
QL New: 1.8523921966552734e+00
RQ AOCL: 2.8765881061553955e+00
RQ Reference: 2.8840088844299316e+00
RQ New: 2.4246509075164795e+00
LQ AOCL: 2.8844950199127197e+00
LQ Reference: 2.8734869956970215e+00
LQ New: 2.4141519069671631e+00
Single Precision
QR AOCL: 2.8626990318298340e-01
QR Reference: 2.8892397880554199e-01
QR New: 2.9347896575927734e-01
QL AOCL: 2.8470993041992188e-01
QL Reference: 2.8702187538146973e-01
QL New: 2.8913402557373047e-01
RQ AOCL: 4.6487402915954590e-01
RQ Reference: 4.6817898750305176e-01
RQ New: 3.8051390647888184e-01
LQ AOCL: 4.7382879257202148e-01
LQ Reference: 5.1841211318969727e-01
LQ New: 3.6068511009216309e-01
Double Precision
QR AOCL: 5.7590198516845703e-01
QR Reference: 5.7838106155395508e-01
QR New: 5.5525612831115723e-01
QL AOCL: 5.7975506782531738e-01
QL Reference: 5.9160804748535156e-01
QL New: 5.5408310890197754e-01
RQ AOCL: 7.6057600975036621e-01
RQ Reference: 7.6318907737731934e-01
RQ New: 6.9148492813110352e-01
LQ AOCL: 7.7996897697448730e-01
LQ Reference: 8.1515884399414062e-01
LQ New: 6.8357014656066895e-01
Single Complex Precision
QR AOCL: 1.1721389293670654e+00
QR Reference: 1.1659979820251465e+00
QR New: 1.2323889732360840e+00
QL AOCL: 1.1756289005279541e+00
QL Reference: 1.1799299716949463e+00
QL New: 1.2337970733642578e+00
RQ AOCL: 1.6092731952667236e+00
RQ Reference: 1.6188230514526367e+00
RQ New: 1.4733631610870361e+00
LQ AOCL: 1.6317021846771240e+00
LQ Reference: 1.6226990222930908e+00
LQ New: 1.4716808795928955e+00
Double Complex Precision
QR AOCL: 2.1478857994079590e+00
QR Reference: 2.1470279693603516e+00
QR New: 1.8475408554077148e+00
QL AOCL: 2.1618230342864990e+00
QL Reference: 2.1603770256042480e+00
QL New: 1.8462421894073486e+00
RQ AOCL: 2.8777289390563965e+00
RQ Reference: 2.8730921745300293e+00
RQ New: 2.4332170486450195e+00
LQ AOCL: 2.8603839874267578e+00
LQ Reference: 2.8394329547882080e+00
LQ New: 2.4015231132507324e+00
Single Precision
QR AOCL: 2.8494691848754883e-01
QR Reference: 2.8657507896423340e-01
QR New: 2.9667592048645020e-01
QL AOCL: 2.8787589073181152e-01
QL Reference: 2.8762888908386230e-01
QL New: 2.8703904151916504e-01
RQ AOCL: 4.6810698509216309e-01
RQ Reference: 4.6962094306945801e-01
RQ New: 3.7845921516418457e-01
LQ AOCL: 4.7658705711364746e-01
LQ Reference: 5.2193284034729004e-01
LQ New: 3.6098599433898926e-01
Double Precision
QR AOCL: 5.8082389831542969e-01
QR Reference: 5.7739090919494629e-01
QR New: 5.5755710601806641e-01
QL AOCL: 5.7843899726867676e-01
QL Reference: 5.7918000221252441e-01
QL New: 5.5493307113647461e-01
RQ AOCL: 7.6072287559509277e-01
RQ Reference: 7.6433682441711426e-01
RQ New: 6.9059705734252930e-01
LQ AOCL: 7.7708411216735840e-01
LQ Reference: 8.0937385559082031e-01
LQ New: 6.8357992172241211e-01
Single Complex Precision
QR AOCL: 1.1689569950103760e+00
QR Reference: 1.1681079864501953e+00
QR New: 1.2297749519348145e+00
QL AOCL: 1.1866650581359863e+00
QL Reference: 1.1729049682617188e+00
QL New: 1.2288389205932617e+00
RQ AOCL: 1.6120710372924805e+00
RQ Reference: 1.6084489822387695e+00
RQ New: 1.4792449474334717e+00
LQ AOCL: 1.6289160251617432e+00
LQ Reference: 1.6305711269378662e+00
LQ New: 1.4632370471954346e+00
Double Complex Precision
QR AOCL: 2.1381311416625977e+00
QR Reference: 2.1380829811096191e+00
QR New: 1.8456180095672607e+00
QL AOCL: 2.1512951850891113e+00
QL Reference: 2.1596350669860840e+00
QL New: 1.8445260524749756e+00
RQ AOCL: 2.8536269664764404e+00
RQ Reference: 2.8541209697723389e+00
RQ New: 2.4338819980621338e+00
LQ AOCL: 2.8485269546508789e+00
LQ Reference: 2.9032011032104492e+00
LQ New: 2.4029250144958496e+00
Single Precision
QR AOCL: 2.8731799125671387e-01
QR Reference: 2.8724598884582520e-01
QR New: 2.9651403427124023e-01
QL AOCL: 2.8576207160949707e-01
QL Reference: 2.8708291053771973e-01
QL New: 2.8779196739196777e-01
RQ AOCL: 4.7062301635742188e-01
RQ Reference: 4.6878600120544434e-01
RQ New: 3.7764716148376465e-01
LQ AOCL: 4.7364997863769531e-01
LQ Reference: 5.1298785209655762e-01
LQ New: 3.6115503311157227e-01
Double Precision
QR AOCL: 5.7706093788146973e-01
QR Reference: 5.8200311660766602e-01
QR New: 5.5525708198547363e-01
QL AOCL: 5.7916212081909180e-01
QL Reference: 5.8639001846313477e-01
QL New: 5.5524921417236328e-01
RQ AOCL: 7.6488184928894043e-01
RQ Reference: 7.6181721687316895e-01
RQ New: 6.8491101264953613e-01
LQ AOCL: 7.7840304374694824e-01
LQ Reference: 8.1880497932434082e-01
LQ New: 6.8208003044128418e-01
Single Complex Precision
QR AOCL: 1.1635370254516602e+00
QR Reference: 1.1719629764556885e+00
QR New: 1.2376129627227783e+00
QL AOCL: 1.1788518428802490e+00
QL Reference: 1.1736140251159668e+00
QL New: 1.2436070442199707e+00
RQ AOCL: 1.6253998279571533e+00
RQ Reference: 1.6163461208343506e+00
RQ New: 1.4800610542297363e+00
LQ AOCL: 1.6314420700073242e+00
LQ Reference: 1.6341490745544434e+00
LQ New: 1.4732661247253418e+00
Double Complex Precision
