m=1000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR New: 1.1018731594085693e+00
QL AOCL: 1.1776969432830811e+00
QL Reference: 1.1786358356475830e+00
QL New: 1.3396079540252686e+00
RQ AOCL: 1.4807898998260498e+00
RQ Reference: 1.4780099391937256e+00
RQ New: 1.3252990245819092e+00
LQ AOCL: 1.4877490997314453e+00
LQ Reference: 1.4861898422241211e+00
LQ New: 1.3309810161590576e+00
Single Precision
QR AOCL: 1.5508604049682617e-01
QR Reference: 1.5755295753479004e-01
QR New: 1.6315507888793945e-01
QL AOCL: 1.5135812759399414e-01
QL Reference: 1.5376019477844238e-01
QL New: 1.6210198402404785e-01
RQ AOCL: 2.5439190864562988e-01
RQ Reference: 2.5880098342895508e-01
RQ New: 2.1189403533935547e-01
LQ AOCL: 2.5476408004760742e-01
LQ Reference: 2.8154897689819336e-01
LQ New: 2.0744299888610840e-01
Double Precision
QR AOCL: 3.3744311332702637e-01
QR Reference: 3.3797311782836914e-01
QR New: 3.4043788909912109e-01
QL AOCL: 3.3492493629455566e-01
QL Reference: 3.3603405952453613e-01
QL New: 3.2623791694641113e-01
RQ AOCL: 4.5503020286560059e-01
RQ Reference: 5.2317309379577637e-01
RQ New: 6.9996595382690430e-01
LQ AOCL: 4.5544910430908203e-01
LQ Reference: 4.7985100746154785e-01
LQ New: 4.1785597801208496e-01
Single Complex Precision
QR AOCL: 6.5196800231933594e-01
QR Reference: 6.5383696556091309e-01
QR New: 7.0398521423339844e-01
QL AOCL: 6.6202306747436523e-01
QL Reference: 6.6155600547790527e-01
QL New: 7.0378208160400391e-01
RQ AOCL: 8.5150599479675293e-01
RQ Reference: 8.5358691215515137e-01
RQ New: 7.9697108268737793e-01
LQ AOCL: 8.4962987899780273e-01
LQ Reference: 8.5085582733154297e-01
LQ New: 7.9690313339233398e-01
Double Complex Precision
QR AOCL: 1.1692309379577637e+00
QR Reference: 1.3307991027832031e+00
QR New: 1.2506420612335205e+00
QL AOCL: 1.1753008365631104e+00
QL Reference: 1.1765670776367188e+00
QL New: 1.0943999290466309e+00
RQ AOCL: 1.4916579723358154e+00
RQ Reference: 1.4751369953155518e+00
RQ New: 1.3203592300415039e+00
LQ AOCL: 1.5034570693969727e+00
LQ Reference: 1.4852190017700195e+00
LQ New: 1.3273868560791016e+00
Single Precision
QR AOCL: 1.5073204040527344e-01
QR Reference: 1.5167307853698730e-01
QR New: 1.6560292243957520e-01
QL AOCL: 1.5228891372680664e-01
QL Reference: 1.5269398689270020e-01
QL New: 1.6176700592041016e-01
RQ AOCL: 2.5470900535583496e-01
RQ Reference: 2.5610899925231934e-01
RQ New: 2.1029186248779297e-01
LQ AOCL: 2.5837612152099609e-01
LQ Reference: 2.8332805633544922e-01
LQ New: 2.1390891075134277e-01
Double Precision
QR AOCL: 3.3656311035156250e-01
QR Reference: 3.3560609817504883e-01
QR New: 3.2577395439147949e-01
QL AOCL: 3.4786796569824219e-01
QL Reference: 3.4216117858886719e-01
QL New: 3.2661104202270508e-01
RQ AOCL: 4.5357394218444824e-01
RQ Reference: 4.5587420463562012e-01
RQ New: 4.2673087120056152e-01
LQ AOCL: 7.9477596282958984e-01
LQ Reference: 5.5064392089843750e-01
LQ New: 4.1581106185913086e-01
Single Complex Precision
QR AOCL: 6.5906310081481934e-01
QR Reference: 6.5744018554687500e-01
QR New: 6.9681906700134277e-01
QL AOCL: 6.6645693778991699e-01
QL Reference: 6.6012787818908691e-01
QL New: 7.0762395858764648e-01
RQ AOCL: 8.5242915153503418e-01
RQ Reference: 8.5172700881958008e-01
RQ New: 8.0060601234436035e-01
LQ AOCL: 8.4539198875427246e-01
LQ Reference: 8.5043406486511230e-01
LQ New: 7.9579997062683105e-01
Double Complex Precision
QR AOCL: 1.1751439571380615e+00
QR Reference: 1.1787209510803223e+00
QR New: 1.1012909412384033e+00
QL AOCL: 1.1828699111938477e+00
QL Reference: 1.1831450462341309e+00
QL New: 1.1128311157226562e+00
RQ AOCL: 1.4792788028717041e+00
RQ Reference: 1.4855871200561523e+00
RQ New: 1.3422911167144775e+00
LQ AOCL: 1.4846200942993164e+00
LQ Reference: 1.4981379508972168e+00
LQ New: 1.7009150981903076e+00
Single Precision
QR AOCL: 1.5136098861694336e-01
QR Reference: 1.5135908126831055e-01
QR New: 1.5781784057617188e-01
QL AOCL: 1.5201711654663086e-01
QL Reference: 1.5524506568908691e-01
QL New: 1.6224503517150879e-01
RQ AOCL: 2.5299906730651855e-01
RQ Reference: 2.5164103507995605e-01
RQ New: 2.0988798141479492e-01
LQ AOCL: 2.5138282775878906e-01
LQ Reference: 2.8033804893493652e-01
LQ New: 2.0941400527954102e-01
Double Precision
QR AOCL: 3.3087587356567383e-01
QR Reference: 3.3299398422241211e-01
QR New: 3.2453608512878418e-01
QL AOCL: 3.3826398849487305e-01
QL Reference: 3.3633184432983398e-01
QL New: 3.2513594627380371e-01
RQ AOCL: 4.5901393890380859e-01
RQ Reference: 4.5623707771301270e-01
RQ New: 4.2487907409667969e-01
LQ AOCL: 4.5721507072448730e-01
LQ Reference: 4.9273586273193359e-01
LQ New: 4.3447399139404297e-01
Single Complex Precision
QR AOCL: 6.5680503845214844e-01
QR Reference: 6.5881896018981934e-01
QR New: 6.9412899017333984e-01
QL AOCL: 6.6452503204345703e-01
QL Reference: 6.6496300697326660e-01
QL New: 7.0921206474304199e-01
RQ AOCL: 8.4992694854736328e-01
RQ Reference: 8.5595488548278809e-01
RQ New: 7.9435086250305176e-01
LQ AOCL: 8.4278416633605957e-01
LQ Reference: 8.5300683975219727e-01
LQ New: 7.9487800598144531e-01
Double Complex Precision
QR AOCL: 1.6124000549316406e+00
QR Reference: 1.3609058856964111e+00
QR New: 1.1155278682708740e+00
QL AOCL: 1.1779980659484863e+00
QL Reference: 1.1674160957336426e+00
QL New: 9.9524092674255371e-01
RQ AOCL: 1.3431410789489746e+00
RQ Reference: 1.3445689678192139e+00
RQ New: 1.1833021640777588e+00
LQ AOCL: 1.3534390926361084e+00
LQ Reference: 1.3725190162658691e+00
LQ New: 1.1855320930480957e+00
Single Precision
QR AOCL: 1.4058423042297363e-01
QR Reference: 1.4233803749084473e-01
QR New: 1.4871406555175781e-01
QL AOCL: 1.4189100265502930e-01
QL Reference: 1.4301204681396484e-01
QL New: 1.4777708053588867e-01
RQ AOCL: 2.3696208000183105e-01
RQ Reference: 2.3395180702209473e-01
RQ New: 1.8923115730285645e-01
LQ AOCL: 2.3364281654357910e-01
LQ Reference: 2.5464701652526855e-01
LQ New: 1.8249392509460449e-01
Double Precision
QR AOCL: 3.0532717704772949e-01
QR Reference: 3.0546498298645020e-01
QR New: 2.9700303077697754e-01
QL AOCL: 3.0260491371154785e-01
QL Reference: 3.0589795112609863e-01
QL New: 2.9796600341796875e-01
RQ AOCL: 4.0640497207641602e-01
RQ Reference: 4.0297389030456543e-01
RQ New: 3.6700701713562012e-01
LQ AOCL: 4.0807700157165527e-01
LQ Reference: 4.2665696144104004e-01
LQ New: 3.6880421638488770e-01
Single Complex Precision
QR AOCL: 6.2441802024841309e-01
QR Reference: 6.2328886985778809e-01
QR New: 6.8407487869262695e-01
QL AOCL: 6.3484597206115723e-01
QL Reference: 6.3261198997497559e-01
QL New: 6.7719507217407227e-01
RQ AOCL: 8.4014177322387695e-01
RQ Reference: 8.4655308723449707e-01
RQ New: 7.8313612937927246e-01
LQ AOCL: 8.5611391067504883e-01
LQ Reference: 8.4369683265686035e-01
LQ New: 7.8665900230407715e-01
Double Complex Precision
QR AOCL: 1.1523931026458740e+00
QR Reference: 1.1528990268707275e+00
QR New: 9.9657607078552246e-01
QL AOCL: 1.1598610877990723e+00
QL Reference: 1.1594769954681396e+00
QL New: 9.9884009361267090e-01
RQ AOCL: 1.3495268821716309e+00
RQ Reference: 1.3530280590057373e+00
RQ New: 1.1952919960021973e+00
LQ AOCL: 1.3557970523834229e+00
LQ Reference: 1.3533780574798584e+00
LQ New: 1.1915199756622314e+00
Single Precision
QR AOCL: 1.4056992530822754e-01
QR Reference: 1.4107608795166016e-01
QR New: 1.4748191833496094e-01
QL AOCL: 1.4151501655578613e-01
QL Reference: 1.4350509643554688e-01
QL New: 1.4858198165893555e-01
RQ AOCL: 2.3358702659606934e-01
RQ Reference: 2.3816204071044922e-01
RQ New: 1.9466614723205566e-01
LQ AOCL: 2.2975301742553711e-01
LQ Reference: 2.5284004211425781e-01
LQ New: 1.8346214294433594e-01
Double Precision
QR AOCL: 3.0203104019165039e-01
QR Reference: 3.0351400375366211e-01
QR New: 2.9496598243713379e-01
QL AOCL: 3.0473089218139648e-01
QL Reference: 3.0631995201110840e-01
QL New: 2.9643011093139648e-01
RQ AOCL: 4.0261697769165039e-01
RQ Reference: 4.0449404716491699e-01
RQ New: 3.7136602401733398e-01
LQ AOCL: 4.0494680404663086e-01
LQ Reference: 4.2311096191406250e-01
LQ New: 3.6535286903381348e-01
Single Complex Precision
QR AOCL: 6.1973404884338379e-01
QR Reference: 6.1545109748840332e-01
QR New: 6.8606209754943848e-01
QL AOCL: 6.2913393974304199e-01
QL Reference: 6.3113784790039062e-01
QL New: 6.8506693840026855e-01
RQ AOCL: 8.4865283966064453e-01
RQ Reference: 8.5322308540344238e-01
RQ New: 7.9466199874877930e-01
LQ AOCL: 8.5219001770019531e-01
LQ Reference: 8.4677886962890625e-01
LQ New: 7.8240704536437988e-01
Double Complex Precision
QR AOCL: 1.1551239490509033e+00
QR Reference: 1.1542971134185791e+00
QR New: 9.9964714050292969e-01
QL AOCL: 1.1592929363250732e+00
QL Reference: 1.1612639427185059e+00
QL New: 9.9868893623352051e-01
RQ AOCL: 1.3505470752716064e+00
RQ Reference: 1.3504660129547119e+00
RQ New: 1.1861860752105713e+00
LQ AOCL: 1.3597822189331055e+00
LQ Reference: 1.3656258583068848e+00
LQ New: 1.1986269950866699e+00
Single Precision
QR AOCL: 1.4212703704833984e-01
QR Reference: 1.4500498771667480e-01
QR New: 1.5145301818847656e-01
QL AOCL: 1.4123201370239258e-01
QL Reference: 1.4469790458679199e-01
QL New: 1.4947581291198730e-01
RQ AOCL: 2.3663711547851562e-01
RQ Reference: 2.3838901519775391e-01
RQ New: 1.9690012931823730e-01
LQ AOCL: 2.3722887039184570e-01
LQ Reference: 2.6069688796997070e-01
LQ New: 1.8965601921081543e-01
Double Precision
QR AOCL: 3.0585384368896484e-01
QR Reference: 3.0845403671264648e-01
QR New: 2.9857897758483887e-01
QL AOCL: 3.0134797096252441e-01
QL Reference: 3.0292201042175293e-01
QL New: 2.9219198226928711e-01
RQ AOCL: 4.0388083457946777e-01
RQ Reference: 4.0145516395568848e-01
RQ New: 3.6113905906677246e-01
LQ AOCL: 4.0778398513793945e-01
LQ Reference: 4.2530608177185059e-01
LQ New: 3.6675000190734863e-01
Single Complex Precision
QR AOCL: 6.3055920600891113e-01
QR Reference: 6.2781119346618652e-01
QR New: 6.8030405044555664e-01
QL AOCL: 6.3077902793884277e-01
QL Reference: 6.3529014587402344e-01
QL New: 6.9156408309936523e-01
RQ AOCL: 8.4792399406433105e-01
RQ Reference: 8.4148001670837402e-01
RQ New: 7.8124499320983887e-01
LQ AOCL: 8.4858393669128418e-01
LQ Reference: 8.4889388084411621e-01
LQ New: 7.8365516662597656e-01
Double Complex Precision
QR AOCL: 1.1570949554443359e+00
QR Reference: 1.1581640243530273e+00
QR New: 9.9843406677246094e-01
QL AOCL: 1.1649999618530273e+00
QL Reference: 1.1651709079742432e+00
QL New: 9.9639916419982910e-01
RQ AOCL: 1.3439550399780273e+00
RQ Reference: 1.3519680500030518e+00
RQ New: 1.1949028968811035e+00
LQ AOCL: 1.3530888557434082e+00
LQ Reference: 1.3558979034423828e+00
LQ New: 1.1926720142364502e+00
m=6000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR AOCL: 1.7535090446472168e-01
QR Reference: 1.7511796951293945e-01
QR New: 1.7852401733398438e-01
QL AOCL: 1.7628717422485352e-01
QL Reference: 1.7818999290466309e-01
QL New: 1.8047499656677246e-01
RQ AOCL: 2.9030489921569824e-01
RQ Reference: 2.9247403144836426e-01
RQ New: 2.3842597007751465e-01
LQ AOCL: 2.9280900955200195e-01
LQ Reference: 3.2232308387756348e-01
LQ New: 2.2610282897949219e-01
Double Precision
QR AOCL: 3.7222194671630859e-01
QR Reference: 3.7541007995605469e-01
QR New: 3.6122202873229980e-01
QL AOCL: 3.7107300758361816e-01
QL Reference: 3.7371087074279785e-01
QL New: 3.6096906661987305e-01
RQ AOCL: 4.8669004440307617e-01
RQ Reference: 4.8871183395385742e-01
RQ New: 4.4365310668945312e-01
LQ AOCL: 4.9591112136840820e-01
LQ Reference: 5.1936101913452148e-01
LQ New: 4.4775295257568359e-01
Single Complex Precision
QR AOCL: 7.5624203681945801e-01
QR Reference: 7.5706911087036133e-01
QR New: 8.4598088264465332e-01
QL AOCL: 7.5621008872985840e-01
QL Reference: 7.5717401504516602e-01
QL New: 8.5160803794860840e-01
RQ AOCL: 1.0247318744659424e+00
RQ Reference: 1.0293278694152832e+00
RQ New: 9.5626807212829590e-01
LQ AOCL: 1.0341210365295410e+00
LQ Reference: 1.0332159996032715e+00
LQ New: 9.5568585395812988e-01
Double Complex Precision
QR AOCL: 1.3970749378204346e+00
QR Reference: 1.3963530063629150e+00
QR New: 1.2142570018768311e+00
QL AOCL: 1.4027619361877441e+00
QL Reference: 1.4067509174346924e+00
QL New: 1.2123038768768311e+00
RQ AOCL: 1.6535639762878418e+00
RQ Reference: 1.6608381271362305e+00
RQ New: 1.4447419643402100e+00
LQ AOCL: 1.6637229919433594e+00
LQ Reference: 1.6616311073303223e+00
LQ New: 1.4437081813812256e+00
Single Precision
QR AOCL: 1.7469406127929688e-01
QR Reference: 1.7579913139343262e-01
QR New: 1.7849183082580566e-01
QL AOCL: 1.7630720138549805e-01
QL Reference: 1.7716908454895020e-01
QL New: 1.7917585372924805e-01
RQ AOCL: 2.9295110702514648e-01
RQ Reference: 2.9170989990234375e-01
RQ New: 2.3477196693420410e-01
LQ AOCL: 2.9137992858886719e-01
LQ Reference: 3.1744885444641113e-01
LQ New: 2.2643685340881348e-01
Double Precision
QR AOCL: 3.7393498420715332e-01
QR Reference: 3.7450909614562988e-01
QR New: 3.6169505119323730e-01
QL AOCL: 3.7708401679992676e-01
QL Reference: 3.7358307838439941e-01
QL New: 3.6049008369445801e-01
RQ AOCL: 4.8548793792724609e-01
RQ Reference: 4.8681902885437012e-01
RQ New: 4.4306707382202148e-01
LQ AOCL: 4.9516391754150391e-01
LQ Reference: 5.1786112785339355e-01
LQ New: 4.4308304786682129e-01
Single Complex Precision
QR AOCL: 7.5725007057189941e-01
QR Reference: 7.6379418373107910e-01
QR New: 8.4552001953125000e-01
QL AOCL: 7.6000499725341797e-01
QL Reference: 7.5905013084411621e-01
QL New: 8.4722208976745605e-01
RQ AOCL: 1.0304841995239258e+00
RQ Reference: 1.0342831611633301e+00
RQ New: 9.5884203910827637e-01
LQ AOCL: 1.0376939773559570e+00
LQ Reference: 1.0365588665008545e+00
LQ New: 9.5358514785766602e-01
Double Complex Precision
QR AOCL: 1.4046361446380615e+00
QR Reference: 1.4047548770904541e+00
QR New: 1.2151479721069336e+00
QL AOCL: 1.4120259284973145e+00
QL Reference: 1.4127728939056396e+00
QL New: 1.2152090072631836e+00
RQ AOCL: 1.6476130485534668e+00
RQ Reference: 1.6589949131011963e+00
RQ New: 1.4447000026702881e+00
LQ AOCL: 1.6653721332550049e+00
LQ Reference: 1.6636362075805664e+00
LQ New: 1.4470930099487305e+00
Single Precision
QR AOCL: 1.7843008041381836e-01
QR Reference: 1.8099188804626465e-01
QR New: 1.8542790412902832e-01
QL AOCL: 1.8034791946411133e-01
QL Reference: 1.8076300621032715e-01
QL New: 1.8201303482055664e-01
RQ AOCL: 2.9291892051696777e-01
RQ Reference: 2.9505896568298340e-01
RQ New: 2.4156689643859863e-01
LQ AOCL: 2.9930806159973145e-01
LQ Reference: 3.2135081291198730e-01
LQ New: 2.3181796073913574e-01
Double Precision
QR AOCL: 3.7450695037841797e-01
QR Reference: 3.7225794792175293e-01
QR New: 3.5936999320983887e-01
QL AOCL: 3.7156796455383301e-01
QL Reference: 3.7606501579284668e-01
QL New: 3.5965490341186523e-01
RQ AOCL: 4.8759293556213379e-01
RQ Reference: 4.9047803878784180e-01
RQ New: 4.4986605644226074e-01
LQ AOCL: 4.9310994148254395e-01
LQ Reference: 5.1764488220214844e-01
LQ New: 4.4189906120300293e-01
Single Complex Precision
QR AOCL: 7.6017403602600098e-01
QR Reference: 7.5311303138732910e-01
QR New: 8.5126709938049316e-01
QL AOCL: 7.5864887237548828e-01
QL Reference: 7.6323604583740234e-01
QL New: 8.4250688552856445e-01
RQ AOCL: 1.0354800224304199e+00
RQ Reference: 1.0389339923858643e+00
RQ New: 9.5376491546630859e-01
LQ AOCL: 1.0359308719635010e+00
LQ Reference: 1.0350191593170166e+00
LQ New: 9.6175718307495117e-01
Double Complex Precision
QR AOCL: 1.3971271514892578e+00
QR Reference: 1.3968720436096191e+00
QR New: 1.2163519859313965e+00
QL AOCL: 1.4048569202423096e+00
QL Reference: 1.4037671089172363e+00
QL New: 1.2157249450683594e+00
RQ AOCL: 1.6593358516693115e+00
RQ Reference: 1.6669681072235107e+00
RQ New: 1.4471380710601807e+00
LQ AOCL: 1.6717681884765625e+00
LQ Reference: 1.6713080406188965e+00
LQ New: 1.4546229839324951e+00
Single Precision
QR AOCL: 1.7796587944030762e-01
QR Reference: 1.7929577827453613e-01
QR New: 1.8300294876098633e-01
QL AOCL: 1.7665195465087891e-01
QL Reference: 1.7809295654296875e-01
QL New: 1.8101596832275391e-01
RQ AOCL: 2.9654693603515625e-01
RQ Reference: 2.9925918579101562e-01
RQ New: 2.4246287345886230e-01
LQ AOCL: 2.9816603660583496e-01
LQ Reference: 3.2699990272521973e-01
LQ New: 2.3885917663574219e-01
Double Precision
QR AOCL: 3.7386798858642578e-01
QR Reference: 3.7137389183044434e-01
QR New: 3.5989212989807129e-01
QL AOCL: 3.7358903884887695e-01
QL Reference: 3.7462878227233887e-01
QL New: 3.5930490493774414e-01
RQ AOCL: 4.8811793327331543e-01
RQ Reference: 4.9027013778686523e-01
RQ New: 4.4142794609069824e-01
LQ AOCL: 4.9539303779602051e-01
LQ Reference: 5.1811599731445312e-01
LQ New: 4.4329094886779785e-01
Single Complex Precision
QR AOCL: 7.5658607482910156e-01
QR Reference: 7.5504088401794434e-01
QR New: 8.5681891441345215e-01
QL AOCL: 7.7100896835327148e-01
QL Reference: 7.5722289085388184e-01
QL New: 8.3932113647460938e-01
RQ AOCL: 1.0269768238067627e+00
RQ Reference: 1.0357198715209961e+00
RQ New: 9.5923805236816406e-01
LQ AOCL: 1.0460200309753418e+00
LQ Reference: 1.0353720188140869e+00
LQ New: 9.5408296585083008e-01
Double Complex Precision
QR AOCL: 1.4018609523773193e+00
QR Reference: 1.4006028175354004e+00
QR New: 1.2178421020507812e+00
QL AOCL: 1.4073631763458252e+00
QL Reference: 1.4102289676666260e+00
QL New: 1.2194020748138428e+00
RQ AOCL: 1.6593639850616455e+00
RQ Reference: 1.6625971794128418e+00
RQ New: 1.4457278251647949e+00
LQ AOCL: 1.6738109588623047e+00
LQ Reference: 1.6732811927795410e+00
LQ New: 1.4523591995239258e+00
Single Precision
QR AOCL: 1.7547106742858887e-01
QR Reference: 1.7587208747863770e-01
QR New: 1.8176198005676270e-01
QL AOCL: 1.7786097526550293e-01
QL Reference: 1.7878913879394531e-01
QL New: 1.8229103088378906e-01
RQ AOCL: 2.9711294174194336e-01
RQ Reference: 2.9942297935485840e-01
RQ New: 2.4609208106994629e-01
LQ AOCL: 2.9648113250732422e-01
LQ Reference: 3.2502293586730957e-01
LQ New: 2.3905777931213379e-01
Double Precision
QR AOCL: 3.7020587921142578e-01
QR Reference: 3.7263607978820801e-01
QR New: 3.5705494880676270e-01
QL AOCL: 3.7657117843627930e-01
QL Reference: 3.7927198410034180e-01
QL New: 3.6553597450256348e-01
RQ AOCL: 4.9162483215332031e-01
RQ Reference: 4.9315094947814941e-01
RQ New: 4.4769120216369629e-01
LQ AOCL: 4.9248790740966797e-01
LQ Reference: 5.1621103286743164e-01
LQ New: 4.4137620925903320e-01
Single Complex Precision
QR AOCL: 7.5523686408996582e-01
QR Reference: 7.4917101860046387e-01
QR New: 8.3738589286804199e-01
QL AOCL: 7.6183915138244629e-01
QL Reference: 7.6586103439331055e-01
QL New: 8.4487605094909668e-01
RQ AOCL: 1.0358979701995850e+00
RQ Reference: 1.0271019935607910e+00
RQ New: 9.5786809921264648e-01
LQ AOCL: 1.0371379852294922e+00
LQ Reference: 1.0340788364410400e+00
LQ New: 9.4627785682678223e-01
Double Complex Precision
QR AOCL: 1.3939299583435059e+00
QR Reference: 1.3918659687042236e+00
QR New: 1.2158150672912598e+00
QL AOCL: 1.3983011245727539e+00
QL Reference: 1.4002819061279297e+00
QL New: 1.2145671844482422e+00
RQ AOCL: 1.6541049480438232e+00
RQ Reference: 1.6551358699798584e+00
RQ New: 1.4418020248413086e+00
LQ AOCL: 1.6657340526580811e+00
LQ Reference: 1.6651690006256104e+00
LQ New: 1.4478728771209717e+00
Single Precision
QR AOCL: 1.7955517768859863e-01
QR Reference: 1.7990803718566895e-01
QR New: 1.8502712249755859e-01
QL AOCL: 1.7667388916015625e-01
QL Reference: 1.7964506149291992e-01
QL New: 1.8384695053100586e-01
RQ AOCL: 2.9981613159179688e-01
RQ Reference: 3.0223393440246582e-01
RQ New: 2.3932409286499023e-01
LQ AOCL: 2.9640197753906250e-01
LQ Reference: 3.2513093948364258e-01
LQ New: 2.3376893997192383e-01
Double Precision
QR AOCL: 3.7305402755737305e-01
QR Reference: 3.7271690368652344e-01
QR New: 3.6360383033752441e-01
QL AOCL: 3.7235879898071289e-01
QL Reference: 3.7360787391662598e-01
QL New: 3.6023402214050293e-01
RQ AOCL: 4.8921298980712891e-01
RQ Reference: 4.8811793327331543e-01
RQ New: 4.4075202941894531e-01
LQ AOCL: 4.9666500091552734e-01
LQ Reference: 5.1770591735839844e-01
LQ New: 4.4420695304870605e-01
Single Complex Precision
QR AOCL: 7.5713205337524414e-01
QR Reference: 7.6054000854492188e-01
QR New: 8.5742807388305664e-01
QL AOCL: 7.5506687164306641e-01
QL Reference: 7.5290703773498535e-01
QL New: 8.6088991165161133e-01
RQ AOCL: 1.0345959663391113e+00
RQ Reference: 1.0308928489685059e+00
RQ New: 9.5580315589904785e-01
LQ AOCL: 1.0336689949035645e+00
LQ Reference: 1.0390639305114746e+00
LQ New: 9.5493578910827637e-01
Double Complex Precision
QR AOCL: 1.4021549224853516e+00
QR Reference: 1.4024319648742676e+00
QR New: 1.2168679237365723e+00
QL AOCL: 1.4064321517944336e+00
QL Reference: 1.4101459980010986e+00
QL New: 1.2214848995208740e+00
RQ AOCL: 1.6566298007965088e+00
RQ Reference: 1.6591408252716064e+00
RQ New: 1.4465029239654541e+00
LQ AOCL: 1.6691310405731201e+00
LQ Reference: 1.6727819442749023e+00
LQ New: 1.4491801261901855e+00
Single Precision
QR AOCL: 1.7809700965881348e-01
QR Reference: 1.7941594123840332e-01
QR New: 1.8404507637023926e-01
QL AOCL: 1.7869806289672852e-01
QL Reference: 1.7928504943847656e-01
QL New: 1.8254995346069336e-01
RQ AOCL: 2.9650902748107910e-01
RQ Reference: 2.9852199554443359e-01
RQ New: 2.4479198455810547e-01
LQ AOCL: 2.9119300842285156e-01
LQ Reference: 3.2073497772216797e-01
LQ New: 2.2979307174682617e-01
Double Precision
QR AOCL: 3.6965608596801758e-01
QR Reference: 3.7090992927551270e-01
QR New: 3.6165094375610352e-01
QL AOCL: 3.7316107749938965e-01
QL Reference: 3.7906384468078613e-01
QL New: 3.5959386825561523e-01
RQ AOCL: 4.8698902130126953e-01
RQ Reference: 4.9002814292907715e-01
RQ New: 4.4586706161499023e-01
LQ AOCL: 4.9767684936523438e-01
LQ Reference: 5.1925301551818848e-01
LQ New: 4.3984293937683105e-01
Single Complex Precision
QR AOCL: 7.5533604621887207e-01
QR Reference: 7.5790715217590332e-01
QR New: 8.5865306854248047e-01
QL AOCL: 7.6768207550048828e-01
QL Reference: 7.6967096328735352e-01
QL New: 8.5390901565551758e-01
RQ AOCL: 1.0378661155700684e+00
RQ Reference: 1.0428380966186523e+00
RQ New: 9.6188282966613770e-01
LQ AOCL: 1.0365610122680664e+00
LQ Reference: 1.0346930027008057e+00
LQ New: 9.5213699340820312e-01
Double Complex Precision
QR AOCL: 1.4006161689758301e+00
QR Reference: 1.4014320373535156e+00
QR New: 1.2211349010467529e+00
QL AOCL: 1.4078221321105957e+00
QL Reference: 1.4094221591949463e+00
QL New: 1.2155778408050537e+00
RQ AOCL: 1.6557950973510742e+00
RQ Reference: 1.6606881618499756e+00
RQ New: 1.4504060745239258e+00
LQ AOCL: 1.6704730987548828e+00
LQ Reference: 1.6756711006164551e+00
LQ New: 1.4519169330596924e+00
Single Precision
QR AOCL: 1.7614698410034180e-01
QR Reference: 1.7723202705383301e-01
QR New: 1.8267393112182617e-01
QL AOCL: 1.7586803436279297e-01
QL Reference: 1.7882609367370605e-01
QL New: 1.8198990821838379e-01
RQ AOCL: 2.8753304481506348e-01
RQ Reference: 2.9171299934387207e-01
RQ New: 2.3569202423095703e-01
LQ AOCL: 2.9078793525695801e-01
LQ Reference: 3.1885409355163574e-01
LQ New: 2.2674608230590820e-01
Double Precision
QR AOCL: 3.7520217895507812e-01
QR Reference: 3.8155889511108398e-01
QR New: 3.6433696746826172e-01
QL AOCL: 3.8070392608642578e-01
QL Reference: 3.7741303443908691e-01
QL New: 3.6305999755859375e-01
RQ AOCL: 4.9455785751342773e-01
RQ Reference: 4.9515986442565918e-01
RQ New: 4.5024180412292480e-01
LQ AOCL: 5.0181221961975098e-01
LQ Reference: 5.2089595794677734e-01
LQ New: 4.4690513610839844e-01
Single Complex Precision
QR AOCL: 7.5604295730590820e-01
QR Reference: 7.4929690361022949e-01
QR New: 8.4196400642395020e-01
QL AOCL: 7.6431512832641602e-01
QL Reference: 7.6197910308837891e-01
QL New: 8.4591102600097656e-01
RQ AOCL: 1.0350580215454102e+00
RQ Reference: 1.0292260646820068e+00
RQ New: 9.5587491989135742e-01
LQ AOCL: 1.0310220718383789e+00
LQ Reference: 1.0320620536804199e+00
LQ New: 9.5331001281738281e-01
Double Complex Precision
QR AOCL: 1.3930289745330811e+00
QR Reference: 1.3944199085235596e+00
QR New: 1.2149109840393066e+00
QL AOCL: 1.4015769958496094e+00
QL Reference: 1.3988220691680908e+00
QL New: 1.2144670486450195e+00
RQ AOCL: 1.6488280296325684e+00
RQ Reference: 1.6551668643951416e+00
RQ New: 1.4387140274047852e+00
LQ AOCL: 1.6641399860382080e+00
LQ Reference: 1.6654391288757324e+00
LQ New: 1.4440660476684570e+00
Single Precision
QR AOCL: 1.7662215232849121e-01
QR Reference: 1.7669105529785156e-01
QR New: 1.7952489852905273e-01
QL AOCL: 1.7539787292480469e-01
QL Reference: 1.8260407447814941e-01
QL New: 1.7854404449462891e-01
RQ AOCL: 2.8801703453063965e-01
RQ Reference: 2.9011392593383789e-01
RQ New: 2.3234415054321289e-01
LQ AOCL: 2.9030203819274902e-01
LQ Reference: 3.1838893890380859e-01
LQ New: 2.2732591629028320e-01
Double Precision
QR AOCL: 3.7651610374450684e-01
QR Reference: 3.7828707695007324e-01
QR New: 3.6764001846313477e-01
QL AOCL: 3.7529492378234863e-01
QL Reference: 3.7670707702636719e-01
QL New: 3.6208701133728027e-01
RQ AOCL: 4.9515390396118164e-01
RQ Reference: 4.9307489395141602e-01
RQ New: 4.4712901115417480e-01
LQ AOCL: 5.0061202049255371e-01
